E,F,G,H
31,-19,2484,0.8518518518518519
50,24,11,11.0
108,68,6853,1.155844155844156
104,-36,144,36.0
35,1,6499,1.4477611940298507
177,-7,814,1.6818181818181819
97,-13,2730,3.033333333333333
113,5,980,5.0
101,-71,3710,0.7571428571428571
158,14,2352,1.3333333333333333
89,-41,924,6.416666666666667
101,81,2821,0.34065934065934067
80,16,2415,1.9714285714285715
125,37,1488,0.17204301075268819
93,13,3264,0.3541666666666667
149,-9,360,0.1
145,37,1540,0.2597402597402597
87,13,3330,2.4324324324324325
130,26,7790,1.1585365853658536
86,14,720,0.35555555555555557
59,15,4888,1.8076923076923077
121,27,1800,2.0
136,-12,522,0.06896551724137931
137,-19,3124,1.6136363636363635
121,-15,1632,0.17708333333333334
94,-22,4218,1.2982456140350878
110,28,1890,0.6481481481481481
111,15,4290,1.4181818181818182
99,69,2418,2.5161290322580645
121,19,510,0.19607843137254902
97,77,1368,0.23684210526315788
9,-7,9207,0.9393939393939394
119,1,4760,0.9714285714285714
78,-6,2024,0.26136363636363635
121,-51,3060,1.1764705882352942
86,-72,2303,0.9591836734693877
119,-75,1140,2.85
144,6,5544,1.7678571428571428
149,-23,1980,0.9777777777777777
31,-15,4895,1.6181818181818182
97,83,3224,0.8387096774193549
56,-6,1534,2.269230769230769
99,71,1755,1.1538461538461537
118,-78,3626,0.6621621621621622
81,-75,486,0.16666666666666666
97,-95,1612,0.41935483870967744
101,51,2108,2.193548387096774
82,-58,3645,1.8
112,28,9306,0.9494949494949495
107,-17,7224,0.9767441860465116
170,-18,119,2.4285714285714284
139,-1,4092,0.9393939393939394
63,39,870,8.7
85,65,240,3.75
62,-8,1440,5.625
44,40,1078,0.18181818181818182
83,51,132,8.25
155,-19,891,0.09090909090909091
115,23,936,1.3846153846153846
103,-17,528,1.0909090909090908
131,-57,624,0.2708333333333333
66,2,930,9.3
44,-12,728,1.0769230769230769
103,-7,9114,0.9489795918367347
81,47,2604,1.4761904761904763
91,67,1562,3.227272727272727
121,65,5824,1.421875
130,60,80,0.2
107,9,760,0.475
59,-17,819,0.5384615384615384
68,-26,3792,1.6458333333333333
95,-63,2750,1.1
52,-24,1800,0.2222222222222222
47,7,1488,5.8125
135,-13,960,0.4166666666666667
127,-27,3267,3.0
71,15,136,0.11764705882352941
126,-60,480,2.1333333333333333
92,86,1980,2.2
33,5,1456,0.17582417582417584
117,51,578,2.0
63,35,5040,1.2698412698412698
98,68,7790,1.1585365853658536
159,3,350,0.2857142857142857
98,62,696,4.833333333333333
140,22,3306,0.9827586206896551
153,7,432,5.333333333333333
158,12,5605,0.6210526315789474
88,-38,2546,1.763157894736842
50,14,75,0.013333333333333334
77,9,40,40.0
146,6,4189,0.8309859154929577
111,65,2112,2.0625
74,-54,77,0.6363636363636364
96,94,4536,0.691358024691358
108,72,3182,2.324324324324324
95,87,2730,1.794871794871795
113,83,5694,0.9358974358974359
32,8,4307,0.8082191780821918
81,35,408,0.35294117647058826
99,-11,5244,1.6140350877192982
169,-27,68,4.25
73,-7,5032,0.918918918918919
78,70,532,0.3684210526315789
90,-20,4550,1.0769230769230769
88,-20,3880,0.41237113402061853
84,-82,66,0.5454545454545454
170,8,1150,0.5434782608695652
151,-3,925,0.6756756756756757
39,35,1560,1.0256410256410255
154,-40,1058,2.0
82,-8,798,0.24561403508771928
118,50,3312,1.565217391304348
114,-68,6552,0.9285714285714286
143,-39,1056,0.4583333333333333
146,24,790,7.9
72,-24,3000,0.8333333333333334
102,-84,3294,1.1296296296296295
102,32,4836,1.2580645161290323
65,33,335,0.07462686567164178
134,36,325,0.52
72,58,2508,0.7719298245614035
139,-7,182,0.9285714285714286
129,-49,82,82.0
74,-58,5084,0.7560975609756098
105,-45,9021,1.043010752688172
103,21,65,65.0
95,21,9118,0.9690721649484536
63,33,1012,0.4782608695652174
150,-12,4644,1.5925925925925926
107,-57,488,0.13114754098360656
152,-18,40,0.1
132,-40,4757,1.0597014925373134
176,-4,1248,0.5416666666666666
138,-56,176,2.75
193,5,2860,1.4772727272727273
67,-61,8280,0.9782608695652174
69,-45,2728,0.7096774193548387
109,61,1326,1.9615384615384615
129,-55,636,4.416666666666667
138,10,1248,1.8461538461538463
110,60,598,0.2826086956521739
102,30,156,4.333333333333333
110,-84,5655,0.7471264367816092
119,-27,1349,3.736842105263158
168,6,118,29.5
77,47,368,0.043478260869565216
52,32,2272,2.21875
128,-62,1972,0.4264705882352941
169,17,2000,0.3125
132,50,240,1.0666666666666667
155,43,5251,1.5084745762711864
96,70,2178,0.5
98,-52,105,11.666666666666666
113,83,8649,1.0
42,-18,425,0.058823529411764705
33,11,884,0.7647058823529411
89,77,476,0.10294117647058823
133,9,2328,0.24742268041237114
124,10,7565,0.9550561797752809
61,7,6006,0.7252747252747253
63,27,2116,4.0
53,21,4400,0.5681818181818182
118,64,9405,1.0421052631578946
181,17,2484,0.8518518518518519
47,-45,4840,1.6
112,10,600,0.24
33,11,1065,4.733333333333333
153,23,2397,1.0851063829787233
122,20,525,0.84
180,12,3224,0.8387096774193549
94,48,3185,2.6
124,-56,1794,0.8478260869565217
51,-27,3348,1.1481481481481481
137,13,3816,1.3584905660377358
15,13,2050,0.82
62,14,2958,2.5588235294117645
128,42,190,1.9
174,14,5044,0.5360824742268041
56,42,675,3.0
66,14,1600,1.0
101,-11,1560,3.9
65,51,1904,2.4285714285714284
97,-55,220,0.11363636363636363
126,2,4800,1.92
142,2,2990,1.4130434782608696
98,22,4272,0.5393258426966292
88,-68,408,2.8333333333333335
185,-1,3404,2.4864864864864864
148,4,1950,3.12
141,-27,1176,8.166666666666666
75,-29,1122,0.25757575757575757
44,6,132,0.06818181818181818
131,-41,2024,0.2391304347826087
57,37,2812,0.5135135135135135
101,-43,2628,0.4931506849315068
86,-80,4446,0.7307692307692307
174,-12,558,6.888888888888889
96,-38,2646,3.6296296296296298
90,-66,434,2.2142857142857144
95,31,2256,1.0212765957446808
74,48,2880,0.5555555555555556
45,29,6080,1.0526315789473684
64,-42,150,0.02666666666666667
37,-5,3465,0.873015873015873
39,-27,3115,2.5428571428571427
115,25,8556,0.989247311827957
92,-68,3534,1.087719298245614
190,-4,4462,2.108695652173913
115,-65,1462,1.2647058823529411
76,12,737,6.090909090909091
179,11,754,1.1153846153846154
102,2,2064,0.27906976744186046
32,-4,5880,0.6122448979591837
191,-5,6072,0.717391304347826
129,31,420,0.5357142857142857
56,6,1775,0.352112676056338
96,56,2162,0.24468085106382978
88,56,1653,4.578947368421052
93,-87,2349,0.35802469135802467
80,30,729,0.1111111111111111
63,33,341,0.3548387096774194
36,-14,4140,0.4891304347826087
111,-1,255,0.03529411764705882
100,-62,495,2.2
92,50,3486,1.9761904761904763
131,43,2700,1.3333333333333333
169,-23,82,0.04878048780487805
81,17,3360,0.525
110,70,2116,4.0
91,87,4288,0.9552238805970149
156,-12,41,0.024390243902439025
86,4,2079,1.9090909090909092
109,17,645,2.8666666666666667
63,-3,128,0.5
74,64,18,2.0
163,19,232,0.06896551724137931
127,-33,4592,1.4642857142857142
53,17,4503,0.7215189873417721
121,23,84,0.10714285714285714
168,-26,4092,0.9393939393939394
69,29,1624,2.0714285714285716
88,56,1584,0.36363636363636365
122,-30,1820,0.21978021978021978
85,61,7896,0.8936170212765957
141,43,2196,1.6944444444444444
128,-52,40,1.6
154,26,175,7.0
45,21,43,43.0
85,75,7280,1.1375
155,23,6076,1.5806451612903225
90,-26,6552,0.9285714285714286
71,23,1710,1.1842105263157894
135,-29,5293,0.8481012658227848
113,25,3312,1.4375
131,67,4800,0.5208333333333334
95,83,10,2.5
59,29,2204,0.3815789473684211
111,69,714,0.27450980392156865
90,68,6272,0.6530612244897959
121,59,1309,0.22077922077922077
85,-83,240,15.0
91,-53,98,98.0
176,2,960,0.26666666666666666
78,-8,1674,0.1935483870967742
96,92,4050,0.6172839506172839
99,53,363,0.3333333333333333
172,10,2183,1.5945945945945945
115,79,1288,0.6086956521739131
87,43,1377,4.764705882352941
135,-45,5250,1.0714285714285714
47,21,1680,2.142857142857143
70,-34,790,0.12658227848101267
119,-11,225,2.7777777777777777
91,-65,594,0.06060606060606061
107,87,2860,1.0576923076923077
101,87,3108,1.7619047619047619
162,-26,2112,0.9166666666666666
35,-29,3485,0.4823529411764706
126,16,144,36.0
174,-6,24,2.6666666666666665
154,-10,140,35.0
114,30,310,3.1
79,-49,6992,0.8260869565217391
57,-9,2340,0.28888888888888886
151,-43,2891,0.8305084745762712
177,-21,2738,2.0
50,-48,3234,0.5454545454545454
60,2,1107,0.6585365853658537
40,-10,405,16.2
102,-26,3240,0.9
166,-14,638,5.2727272727272725
99,39,4606,0.5212765957446809
25,-7,6076,1.5806451612903225
98,-20,231,0.5238095238095238
36,-4,774,0.10465116279069768
114,36,434,0.45161290322580644
173,11,2680,1.675
89,29,284,17.75
120,0,1377,0.5294117647058824
73,53,69,69.0
39,-7,6320,0.9875
167,3,637,3.769230769230769
151,41,2240,2.857142857142857
86,-62,352,5.5
53,-9,178,44.5
111,-5,1890,0.23333333333333334
31,15,3864,0.8115942028985508
131,19,420,0.4666666666666667
105,25,4900,1.0
79,1,595,12.142857142857142
94,-62,2016,1.96875
125,-39,2684,0.7213114754098361
76,-44,1702,1.2432432432432432
27,23,90,3.6
131,49,423,0.19148936170212766
87,29,1820,2.6923076923076925
117,33,8827,0.9381443298969072
124,-58,195,21.666666666666668
104,20,5104,0.6590909090909091
50,-32,589,0.6129032258064516
70,10,7425,1.32
86,-4,5328,0.972972972972973
62,-42,3150,1.5555555555555556
138,-42,1886,3.5652173913043477
103,61,132,3.6666666666666665
95,-5,2596,1.3409090909090908
27,15,3990,0.8142857142857143
147,5,1886,1.1219512195121952
102,70,810,2.5
90,36,65,0.015384615384615385
30,2,3869,0.726027397260274
71,-69,2160,0.3375
114,16,923,5.461538461538462
124,0,650,0.26
134,-42,1482,0.9743589743589743
100,14,6460,0.8941176470588236
132,18,1288,0.4107142857142857
131,31,4148,1.1147540983606556
133,35,560,0.17857142857142858
110,54,920,1.7391304347826086
179,-7,6942,1.141025641025641
101,9,79,0.012658227848101266
61,-47,495,6.111111111111111
147,25,2064,3.5833333333333335
129,-61,5680,0.8875
33,-17,3840,0.6
66,-52,336,0.19047619047619047
88,76,4524,1.6730769230769231
91,-21,1568,0.5
115,15,5360,1.1940298507462686
126,-68,2100,0.42857142857142855
98,20,560,8.75
75,3,7832,0.9887640449438202
71,67,2107,1.1395348837209303
110,-26,5115,1.690909090909091
114,72,20,0.2
101,73,4140,1.9565217391304348
78,-62,1517,0.9024390243902439
114,-12,9310,1.0315789473684212
89,-75,4602,0.7564102564102564
74,-36,345,13.8
78,-32,322,0.15217391304347827
112,16,6120,1.3235294117647058
93,-71,273,0.03296703296703297
106,56,1375,2.2
94,-66,2379,1.564102564102564
119,47,3007,0.31958762886597936
109,5,1827,0.4603174603174603
22,-2,390,0.2564102564102564
123,51,396,11.0
92,90,4418,0.5
43,-37,253,0.4782608695652174
116,-64,2862,0.9814814814814815
179,-5,3608,0.5365853658536586
29,15,1860,2.066666666666667
134,64,3888,1.6875
117,-23,360,0.06944444444444445
137,-13,1012,8.363636363636363
76,68,2442,0.5606060606060606
87,53,1420,0.28169014084507044
122,-66,4161,0.7808219178082192
138,-14,730,7.3
126,36,5292,1.8148148148148149
56,-46,2759,2.870967741935484
158,-30,4745,0.8904109589041096
136,-28,3182,2.324324324324324
58,-44,4212,1.4444444444444444
117,-69,1219,0.4339622641509434
114,20,864,0.6666666666666666
187,-11,1615,0.17894736842105263
11,-1,3458,2.3947368421052633
107,-63,2346,2.0294117647058822
143,35,130,0.7692307692307693
100,-98,1275,4.411764705882353
125,17,1974,0.22340425531914893
168,2,630,0.5142857142857142
112,40,370,0.06756756756756757
114,-76,2046,1.878787878787879
103,-49,4440,1.2333333333333334
101,67,6417,1.3478260869565217
86,-20,8178,0.925531914893617
106,20,3111,1.196078431372549
125,29,5278,1.5689655172413792
116,80,3936,2.341463414634146
66,-52,2660,1.8421052631578947
19,-3,2200,3.52
84,54,5460,0.7738095238095238
172,18,2016,0.6428571428571429
91,29,992,0.96875
148,-28,2050,1.2195121951219512
74,-70,1740,0.48333333333333334
75,-61,2280,0.7017543859649122
82,30,365,14.6
106,28,132,0.9166666666666666
132,46,8514,1.1511627906976745
27,-5,1386,0.1414141414141414
112,-58,2064,3.5833333333333335
62,-34,5460,1.1142857142857143
149,-43,5313,1.1159420289855073
111,73,2944,2.875
165,23,2378,0.35365853658536583
75,33,2376,4.125
129,49,1296,0.5625
63,39,1518,1.393939393939394
116,20,1494,0.21686746987951808
120,-56,5427,0.8271604938271605
108,-20,858,0.19696969696969696
79,47,1820,0.21978021978021978
141,-9,176,1.4545454545454546
87,29,176,0.36363636363636365
128,-64,864,0.16666666666666666
78,-10,5390,1.1
130,-64,4524,1.3448275862068966
107,-25,1580,0.25316455696202533
97,-89,3225,0.5733333333333334
149,1,4588,1.1935483870967742
107,55,1377,0.5294117647058824
102,90,319,0.3793103448275862
94,-6,990,0.9090909090909091
97,-43,1008,1.2857142857142858
110,-36,6732,0.6868686868686869
66,-58,1302,0.3387096774193548
187,-7,3066,0.5753424657534246
105,-57,1782,0.6111111111111112
110,2,6348,0.75
133,-3,3312,0.6956521739130435
43,-9,1408,0.7272727272727273
111,-61,4355,0.9701492537313433
117,-45,6090,0.8045977011494253
115,13,3560,2.225
104,66,616,0.19642857142857142
66,54,960,6.666666666666667
103,85,6825,1.2133333333333334
82,-18,4576,0.5909090909090909
94,6,1740,0.5172413793103449
141,1,5002,0.7439024390243902
112,20,4779,0.7283950617283951
93,75,3168,2.4444444444444446
103,93,664,10.375
138,-50,871,0.19402985074626866
79,-3,2475,1.2222222222222223
102,-74,1332,4.111111111111111
46,40,798,0.24561403508771928
45,33,363,3.0
145,19,780,0.1282051282051282
81,39,2805,2.5757575757575757
132,-64,7120,0.898876404494382
137,3,3872,2.0
126,10,1715,0.7142857142857143
139,-37,1170,1.7307692307692308
119,49,54,0.018518518518518517
93,-59,102,11.333333333333334
169,5,2703,1.0392156862745099
71,25,639,0.1267605633802817
113,-77,300,1.3333333333333333
108,-58,3149,1.425531914893617
148,4,3648,0.631578947368421
54,52,6643,0.8021978021978022
148,34,405,0.06172839506172839
44,-32,243,27.0
68,18,3200,0.78125
86,-40,125,0.2
148,34,13,0.07692307692307693
53,-49,310,12.4
106,10,210,0.9333333333333333
30,-12,665,13.571428571428571
32,-2,4059,0.41414141414141414
156,-40,6966,1.0617283950617284
95,-89,3854,2.292682926829268
145,37,6156,0.9382716049382716
56,52,3128,0.3695652173913043
150,-26,3072,0.75
112,2,754,4.461538461538462
130,-64,3404,1.608695652173913
118,70,336,0.19047619047619047
96,50,1353,1.2424242424242424
129,25,1316,0.14893617021276595
97,57,5328,1.0277777777777777
90,34,1190,0.24285714285714285
137,35,1020,3.5294117647058822
108,-46,1584,0.3055555555555556
119,17,4335,1.6666666666666667
90,-70,304,0.21052631578947367
115,81,765,2.6470588235294117
54,-52,164,0.0975609756097561
129,1,1518,2.869565217391304
83,13,7680,1.2
106,78,160,0.625
144,8,5904,0.8780487804878049
141,-29,4565,0.6626506024096386
75,-17,8036,0.8367346938775511
138,28,8928,0.96875
88,46,1078,0.18181818181818182
62,30,3484,1.2884615384615385
79,41,1632,0.17708333333333334
103,-5,168,0.05357142857142857
175,-5,154,0.025974025974025976
165,-23,256,0.0625
100,4,814,0.5945945945945946
160,-2,385,0.06493506493506493
68,-60,3008,2.9375
150,-42,8100,1.0
49,-9,3256,0.42045454545454547
121,-57,5734,0.648936170212766
102,-78,6045,1.4307692307692308
54,48,1092,0.717948717948718
84,72,5874,0.7415730337078652
89,87,2016,0.3888888888888889
97,1,286,1.6923076923076923
123,49,768,1.3333333333333333
169,-23,784,12.25
106,-62,2976,0.34408602150537637
109,-49,1575,3.5714285714285716
108,74,1092,0.717948717948718
121,-35,7360,1.15
97,55,3219,2.3513513513513513
35,-21,3382,0.42696629213483145
83,21,960,0.9375
40,-26,2686,2.323529411764706
98,54,3124,0.6197183098591549
30,16,3174,0.6666666666666666
150,-26,4675,0.6470588235294118
78,76,544,0.11764705882352941
170,10,5390,0.9090909090909091
109,51,494,1.368421052631579
134,52,5467,1.0845070422535212
110,50,3404,0.6216216216216216
142,-24,504,0.09722222222222222
162,-16,2016,0.875
108,38,82,0.04878048780487805
126,50,1539,0.2345679012345679
34,-24,2805,2.5757575757575757
178,-20,21,0.42857142857142855
51,-13,1036,0.7567567567567568
87,33,6497,0.8202247191011236
114,-78,1029,0.42857142857142855
159,37,6900,1.2266666666666666
176,-16,1296,0.4444444444444444
153,41,1785,0.6862745098039216
58,52,639,0.1267605633802817
178,20,6480,1.25
62,48,3672,1.411764705882353
74,58,1617,3.6666666666666665
125,73,150,6.0
115,-5,7410,0.8210526315789474
135,-15,3198,2.1025641025641026
143,19,4464,0.5161290322580645
82,-64,2639,3.1379310344827585
97,-77,2088,2.4827586206896552
52,0,148,0.10810810810810811
35,-1,5248,0.7804878048780488
97,45,2133,2.925925925925926
158,-2,2706,1.6097560975609757
51,3,936,6.5
89,87,2340,3.4615384615384617
79,-17,2280,0.6333333333333333
71,-35,776,12.125
56,24,1729,0.2087912087912088
100,-22,1426,1.4838709677419355
138,54,8550,1.0555555555555556
58,4,1400,3.5
117,43,2964,1.9487179487179487
141,51,1722,0.9761904761904762
182,-2,2054,3.0384615384615383
61,33,4000,0.625
137,55,6887,0.7319587628865979
121,-5,4158,1.4259259259259258
125,-69,2176,2.125
59,-53,2623,1.4186046511627908
74,-12,1488,5.8125
33,7,5170,0.5851063829787234
123,5,238,0.8235294117647058
126,-60,4050,1.62
95,67,24,24.0
64,-28,455,0.37142857142857144
131,7,595,0.4857142857142857
61,-51,3120,0.5128205128205128
92,26,1960,0.20408163265306123
170,-18,3672,1.2592592592592593
17,15,4312,2.227272727272727
94,-48,493,1.7058823529411764
137,25,1564,1.3529411764705883
57,37,456,0.3157894736842105
75,-3,1176,1.5
90,-16,598,1.1304347826086956
119,-27,4187,1.490566037735849
59,-5,1972,0.4264705882352941
59,-21,1330,6.785714285714286
152,-46,840,8.4
81,67,6853,1.155844155844156
141,-1,3350,1.34
77,-35,7533,0.8709677419354839
110,48,3290,0.6714285714285714
124,-68,350,0.07142857142857142
65,-51,3225,0.5733333333333334
109,-53,2871,2.6363636363636362
99,-11,1140,0.7894736842105263
144,-4,4992,0.8205128205128205
138,58,7912,0.9347826086956522
157,35,11,11.0
177,3,4984,0.6292134831460674
103,15,1508,0.4482758620689655
101,61,370,3.7
142,2,2320,2.7586206896551726
58,-22,3053,0.6056338028169014
103,-1,2001,2.3793103448275863
111,-13,1200,0.48
71,23,3888,1.3333333333333333
33,-23,2379,0.639344262295082
104,-34,1400,0.56
110,-44,5520,0.8625
154,2,2592,2.0
50,-20,1014,1.5
119,-65,5950,0.8235294117647058
119,-53,3240,0.625
95,21,1782,3.6818181818181817
134,48,632,0.10126582278481013
68,2,1892,3.909090909090909
99,-51,4554,2.152173913043478
40,32,4150,0.6024096385542169
167,17,7410,0.8210526315789474
114,-36,938,4.785714285714286
63,-45,132,8.25
155,-1,310,3.1
84,-70,5247,1.8679245283018868
63,-55,3933,1.2105263157894737
98,60,1292,3.5789473684210527
71,1,4977,1.253968253968254
97,75,108,0.75
60,-50,5250,0.9333333333333333
116,44,900,2.7777777777777777
103,81,7820,0.9239130434782609
177,21,1711,2.0344827586206895
100,-18,1368,0.23684210526315788
162,32,1122,0.9705882352941176
184,10,2596,0.7457627118644068
183,13,561,0.21568627450980393
137,-59,6468,1.0909090909090908
46,20,738,2.2777777777777777
77,1,518,0.3783783783783784
60,-20,1440,0.225
28,-18,2340,3.4615384615384617
157,-9,2408,0.32558139534883723
75,21,1260,0.2571428571428571
92,-72,2592,0.5
6,2,1394,0.8292682926829268
54,8,2624,1.5609756097560976
92,82,360,10.0
73,33,2835,0.7142857142857143
51,41,1976,1.368421052631579
47,15,2960,0.5405405405405406
88,-20,6536,0.8837209302325582
124,-54,4845,1.8627450980392157
53,43,702,0.24074074074074073
167,13,192,0.08333333333333333
70,4,690,3.066666666666667
72,44,4080,0.5647058823529412
153,-23,150,6.0
66,-26,480,0.8333333333333334
46,-8,544,0.47058823529411764
28,2,2132,1.2682926829268293
31,25,48,0.08333333333333333
155,-25,156,0.057692307692307696
102,44,1036,0.1891891891891892
87,-55,45,45.0
89,-61,336,0.19047619047619047
110,-54,74,74.0
107,-71,2553,1.864864864864865
47,17,3869,0.726027397260274
112,-14,4240,0.6625
44,24,1273,0.2835820895522388
29,11,2115,1.0444444444444445
151,3,3692,0.7323943661971831
86,-30,3384,1.5319148936170213
35,-1,4550,1.0769230769230769
166,-28,7134,0.9425287356321839
103,93,2760,1.3043478260869565
111,-81,1400,0.2857142857142857
136,-44,1508,0.4482758620689655
85,51,299,1.7692307692307692
89,-15,7371,1.123456790123457
158,-32,4606,1.9183673469387754
129,-33,2145,1.4102564102564104
123,9,576,1.7777777777777777
90,74,990,4.4
65,-57,4425,0.7866666666666666
111,-13,1600,1.0
158,26,6141,1.289855072463768
115,-49,814,0.14864864864864866
72,38,2490,2.7666666666666666
130,48,3840,2.4
67,11,3182,0.43023255813953487
97,-47,7566,1.2435897435897436
114,-22,4725,0.84
147,47,7176,1.1794871794871795
112,-74,4345,1.4363636363636363
90,52,3417,0.7611940298507462
148,-50,6930,1.4142857142857144
42,-18,4136,0.46808510638297873
180,4,3760,0.5875
6,0,159,0.05660377358490566
89,29,1200,1.92
100,70,3870,2.0930232558139537
134,-62,5568,0.6041666666666666
80,32,3239,1.9268292682926829
146,-10,208,0.8125
60,56,295,0.0847457627118644
100,-18,5922,1.492063492063492
178,2,999,0.7297297297297297
54,0,408,11.333333333333334
120,-48,5340,1.4833333333333334
17,-13,7650,0.9444444444444444
55,-23,161,0.30434782608695654
77,-29,972,0.75
100,2,2415,1.9714285714285715
99,-23,2992,0.38636363636363635
19,-5,1960,4.9
