A,B,C,D
60,61,26,2
36,1,89,16
47,23,76,56
31,62,4,40
39,9,32,86
51,26,47,61
6,48,57,3
87,65,78,62
26,42,84,6
33,86,65,70
68,29,30,42
23,53,44,64
52,65,42,76
28,52,46,15
92,74,65,15
21,14,31,10
88,49,66,46
37,79,73,55
51,25,81,79
95,82,56,51
12,16,35,37
52,42,87,31
95,22,94,31
99,35,93,20
20,6,13,5
2,45,70,85
58,56,79,74
89,76,52,73
11,51,87,53
72,42,80,71
51,97,77,37
52,4,51,79
24,57,80,68
47,42,32,53
12,13,49,52
80,27,57,81
20,15,13,33
87,27,24,70
77,8,97,74
55,59,33,90
57,93,85,71
21,87,18,21
17,43,41,40
43,17,13,22
13,90,41,68
39,83,17,35
8,14,64,14
91,29,48,98
81,48,57,32
17,94,34,42
85,16,53,99
61,44,72,30
64,80,59,64
68,51,44,46
85,25,75,14
76,55,29,74
59,64,40,32
20,47,27,29
43,67,85,28
31,44,83,53
38,8,18,99
7,37,64,44
61,80,9,5
50,46,35,48
56,23,80,2
40,15,54,93
88,38,25,64
39,61,95,3
1,6,3,55
95,71,65,36
63,14,18,35
29,86,84,46
27,66,16,23
62,15,90,93
91,31,2,87
4,13,18,97
43,76,98,55
64,24,11,32
3,68,44,78
19,83,5,31
8,52,23,50
85,4,46,76
59,81,48,74
43,19,22,53
85,93,27,87
68,83,19,25
37,11,36,68
78,30,48,13
69,50,26,88
44,70,63,19
3,76,54,72
30,53,24,30
86,40,91,28
72,11,93,37
1,56,37,96
67,62,96,48
61,79,56,49
88,57,88,75
87,5,49,39
13,35,92,76
97,95,39,26
12,42,74,99
10,36,65,61
94,82,57,62
18,37,15,94
75,68,78,92
28,83,12,95
76,14,79,37
72,82,54,63
51,62,76,51
75,88,84,36
48,88,82,56
73,86,93,23
66,98,35,26
91,90,65,64
18,58,88,39
32,73,28,72
49,19,37,56
89,68,88,91
53,87,81,70
2,58,68,22
91,79,96,43
26,76,55,88
54,90,82,85
20,32,46,79
18,59,64,75
16,7,75,89
6,67,74,18
29,53,88,18
24,87,81,15
9,26,67,97
37,63,23,79
54,20,31,72
80,60,49,84
63,74,58,37
86,11,24,53
64,56,77,9
85,24,34,74
19,50,26,15
14,71,73,52
18,23,40,12
59,4,65,53
32,93,61,58
12,48,28,2
67,19,46,56
72,22,17,6
94,56,75,49
1,78,72,98
16,13,66,4
61,94,88,84
33,28,96,68
4,56,90,10
14,17,57,42
33,5,79,94
94,15,82,5
42,72,4,72
58,14,43,3
40,51,49,95
50,57,83,45
36,75,5,13
21,31,4,44
92,1,57,34
35,65,43,73
99,95,78,93
57,33,35,98
47,32,21,33
1,21,20,57
81,91,54,3
77,81,79,37
78,57,33,12
36,82,42,11
90,20,7,4
98,94,71,72
97,73,59,33
23,4,14,81
17,88,69,77
46,88,9,44
30,80,33,16
92,59,79,11
32,53,71,8
79,85,93,66
9,84,78,25
13,27,6,50
23,98,98,61
80,37,82,50
22,8,36,39
32,6,70,37
64,67,3,95
75,31,8,30
7,2,82,2
63,2,41,69
39,70,32,44
22,83,11,11
78,78,26,42
45,49,60,53
76,61,13,99
1,18,88,26
28,31,7,25
13,53,84,96
98,43,73,17
22,39,36,34
88,86,62,42
23,27,36,44
48,92,29,90
61,71,24,5
48,18,67,73
19,4,44,56
42,56,57,43
16,67,73,80
37,77,99,92
22,95,65,93
62,39,86,21
73,39,43,11
26,53,46,38
15,4,57,59
26,16,96,34
57,24,44,28
98,80,56,37
89,11,4,79
99,82,86,50
68,65,86,95
22,28,74,45
74,35,89,95
21,12,8,91
54,58,57,51
27,96,10,42
81,34,53,72
63,62,81,18
82,17,61,99
61,97,84,43
36,96,37,15
21,5,11,25
1,50,45,65
73,93,18,71
94,6,96,43
32,3,51,27
24,53,65,98
52,48,73,29
82,3,46,18
22,4,43,55
71,20,56,9
73,2,44,33
69,70,54,66
57,32,97,30
34,50,18,17
41,52,53,26
1,27,93,19
59,8,93,1
51,41,52,45
46,45,30,5
96,27,77,83
66,55,82,42
61,64,66,47
83,88,57,95
52,13,97,15
37,88,67,19
39,8,17,15
63,1,68,68
12,21,31,86
23,22,42,4
32,70,85,84
35,46,63,3
5,76,1,74
22,74,20,13
31,32,18,75
63,25,40,54
20,48,86,11
80,26,47,44
68,88,60,56
6,50,20,1
61,8,4,31
86,54,63,17
84,83,97,98
18,4,39,55
47,55,22,97
62,38,81,16
71,93,64,64
32,84,23,85
78,99,85,22
43,11,71,82
85,5,53,69
44,30,63,88
40,20,19,38
84,41,7,10
56,94,88,69
98,4,99,65
28,98,51,12
43,69,2,93
65,31,45,89
35,68,45,72
11,89,66,79
98,57,32,66
32,54,75,66
25,81,55,9
88,35,76,60
13,63,81,26
28,77,73,87
98,50,8,31
52,53,43,86
71,14,22,40
18,49,45,10
59,84,46,32
78,99,54,88
83,46,23,33
74,77,47,41
70,69,68,39
29,96,43,7
82,48,32,17
41,16,6,69
20,48,49,16
49,24,22,98
71,62,61,73
22,43,2,8
56,16,25,97
69,39,68,18
18,52,69,91
42,13,70,23
48,11,48,23
69,91,66,65
43,8,17,73
71,35,49,27
79,24,27,62
4,27,90,74
7,62,35,18
1,86,85,73
33,99,70,6
5,81,3,62
13,18,49,44
6,41,47,79
40,3,74,29
61,37,70,15
63,22,1,38
9,8,85,7
75,7,6,31
8,43,53,42
45,52,85,57
59,67,87,66
28,34,36,10
89,39,85,95
7,76,95,2
93,82,82,97
62,46,47,73
47,48,23,57
1,55,71,16
6,39,34,26
3,79,64,71
41,88,3,97
57,54,95,11
36,86,22,18
73,74,83,25
11,74,50,98
4,21,10,43
61,63,42,51
29,30,50,82
7,77,27,29
40,4,30,44
47,3,8,39
1,29,46,43
32,34,92,77
88,44,56,19
31,78,19,55
51,67,34,49
81,11,89,46
53,41,46,22
58,58,18,82
44,98,89,80
44,3,77,87
17,48,72,85
13,30,7,92
59,94,96,68
17,25,66,14
62,82,68,62
66,26,81,20
12,87,75,84
68,80,96,77
83,24,61,40
81,34,63,33
47,66,21,77
8,56,12,33
86,3,42,52
39,56,74,78
42,76,8,73
88,32,19,58
25,78,85,82
26,70,34,65
74,24,19,83
28,37,29,76
15,49,12,87
96,65,90,21
56,78,22,82
4,84,71,91
5,40,28,76
1,79,59,46
94,93,86,41
6,19,23,92
17,6,2,9
77,53,12,36
52,26,99,77
93,58,97,61
52,64,23,7
92,91,35,50
54,97,65,62
2,52,97,47
63,93,59,28
34,83,50,34
98,93,42,36
39,76,1,3
8,96,13,3
58,68,85,21
35,89,46,29
63,73,12,32
44,62,57,79
42,13,7,86
77,74,13,96
95,97,26,44
14,95,25,41
19,75,9,53
76,11,62,97
28,17,69,47
81,88,51,53
83,34,88,36
84,25,11,60
95,71,27,31
12,87,23,68
39,46,25,50
47,2,28,11
81,13,17,27
37,8,88,81
8,65,60,43
23,61,66,58
64,78,93,62
8,83,82,39
24,11,98,84
60,89,36,8
75,27,32,10
5,99,8,53
19,59,88,82
19,40,82,3
70,39,59,77
18,89,14,11
5,4,89,54
10,12,78,45
16,52,59,53
22,29,68,64
22,27,80,73
32,77,72,7
6,54,70,93
26,72,78,77
48,49,42,97
30,21,62,8
27,34,14,69
56,15,39,36
88,16,62,67
15,99,82,48
8,35,46,21
48,5,27,53
73,20,12,73
38,86,40,59
66,5,19,32
92,18,94,20
14,79,65,78
69,89,12,75
57,36,48,54
4,8,16,31
28,24,10,78
64,84,44,57
71,72,16,96
73,11,3,57
19,24,57,36
97,1,10,54
7,81,59,17
10,18,17,93
26,27,77,89
24,89,39,45
6,55,50,78
86,21,73,81
40,45,92,83
13,8,35,75
5,4,3,78
43,32,85,43
35,77,65,38
30,98,46,83
87,91,4,7
24,58,15,86
23,54,10,19
82,86,69,68
66,15,89,29
41,84,65,16
33,52,62,90
55,82,90,17
48,87,56,99
85,87,63,5
29,27,58,47
54,69,84,70
89,37,79,89
55,39,82,2
57,38,61,44
91,10,63,24
21,82,4,2
21,42,61,27
1,40,3,69
18,17,26,46
35,47,2,75
77,92,25,56
3,97,24,5
71,39,72,31
53,66,25,63
87,82,52,61
31,55,8,15
64,30,35,22
86,11,85,27
93,94,97,42
80,60,35,59
93,73,48,64
62,42,30,60
14,68,4,95
19,84,61,24
40,88,90,53
46,62,14,11
89,85,13,77
78,32,60,82
68,28,99,44
45,88,15,16
98,6,40,10
27,56,85,91
91,97,11,67
46,63,41,77
3,37,21,46
73,10,46,39
14,95,6,60
39,74,17,61
33,71,16,53
20,63,46,90
41,41,85,41
80,68,12,49
17,24,41,44
77,55,67,68
97,65,2,29
26,78,26,26
67,22,41,26
51,72,17,62
34,4,56,64
90,91,62,40
74,57,37,39
67,74,72,38
63,16,38,12
99,6,47,28
95,11,69,95
88,5,68,33
19,95,26,59
83,76,89,44
60,70,36,85
95,49,87,85
29,84,50,21
91,85,22,69
61,4,62,25
41,87,10,62
27,13,5,6
45,33,76,27
38,88,68,58
95,56,11,44
99,88,77,13
48,53,47,10
67,23,57,33
58,11,21,74
79,80,99,6
59,43,73,95
87,32,96,49
2,80,88,64
1,9,16,55
76,34,74,60
1,2,11,72
13,6,12,79
44,76,52,66
49,92,59,31
47,21,70,74
42,87,55,91
29,85,38,2
98,8,77,36
91,63,21,12
28,53,12,12
94,18,98,97
42,19,4,49
37,97,84,81
73,38,62,83
42,4,86,67
97,18,70,10
79,41,16,43
71,8,18,86
50,44,11,9
10,89,6,4
18,28,68,3
57,50,97,65
28,43,2,76
32,7,5,26
87,62,26,76
82,84,37,98
99,61,24,1
49,74,54,68
81,67,72,14
88,57,87,70
81,66,49,80
64,2,76,67
76,60,82,72
63,33,49,81
44,8,17,34
32,24,89,7
78,70,83,6
34,67,45,50
82,53,17,46
14,3,32,40
5,53,32,49
60,99,26,67
23,89,46,13
21,24,65,39
85,70,37,73
82,96,2,59
36,89,23,33
66,24,90,93
79,42,79,7
22,46,31,61
24,85,63,29
93,73,55,7
32,72,73,82
28,54,70,31
16,38,30,30
85,66,20,1
34,26,72,16
94,52,81,77
77,92,38,14
60,67,98,63
87,98,85,88
55,90,5,4
79,31,92,96
61,37,39,30
48,8,13,49
81,82,29,24
76,44,62,24
22,24,1,63
36,50,35,7
63,90,67,32
32,12,16,47
39,38,66,23
98,71,66,20
92,32,14,41
77,43,47,85
88,93,81,69
51,64,52,26
90,92,5,45
34,79,50,44
66,65,68,61
5,29,6,91
9,3,32,36
80,16,70,9
10,87,81,13
64,19,52,6
96,29,96,16
82,22,39,23
96,22,76,82
8,36,39,86
29,1,58,55
88,77,92,80
19,17,53,68
94,90,60,31
36,65,81,70
7,53,52,42
84,82,65,71
52,46,81,98
93,16,20,7
78,7,66,85
38,96,31,75
73,31,48,60
37,51,36,43
21,41,76,95
69,80,61,58
78,81,59,94
15,41,31,44
56,7,96,98
64,72,48,25
25,83,71,58
9,84,86,4
75,22,79,98
6,92,92,34
25,49,67,30
19,52,95,54
47,21,34,53
41,59,30,32
43,50,2,46
81,55,95,18
7,98,39,74
46,93,16,26
27,60,34,76
23,95,30,7
17,36,47,36
13,66,88,33
39,35,26,43
66,29,61,40
38,21,37,24
35,16,51,81
81,79,72,87
1,42,79,63
80,76,96,60
98,88,98,70
42,53,68,66
99,13,18,85
53,83,73,59
19,63,15,97
42,67,71,8
58,89,88,55
45,92,54,45
86,21,35,73
55,82,14,25
95,85,78,44
15,2,93,88
59,75,42,92
73,57,61,34
93,40,67,82
39,80,4,74
69,1,10,63
31,41,50,1
75,50,28,84
85,76,44,51
8,79,71,68
21,3,60,46
29,94,80,72
69,23,28,60
71,42,40,25
34,95,28,20
11,75,95,49
36,86,6,43
84,31,57,84
69,53,10,2
31,57,56,28
27,73,28,94
27,29,86,37
6,39,2,45
35,55,48,70
64,74,2,67
21,56,92,81
75,96,11,90
17,1,58,91
97,18,55,39
56,69,60,22
83,84,59,30
6,59,25,25
98,53,74,73
78,65,33,17
23,20,91,15
4,25,59,36
61,40,94,50
66,35,73,94
74,82,14,36
72,33,11,70
85,95,92,70
19,99,28,65
7,85,87,55
54,74,55,98
96,42,46,46
72,95,22,26
44,73,98,21
87,83,23,37
6,98,17,95
29,67,3,34
12,68,33,45
31,65,60,96
26,9,3,62
19,4,74,83
97,61,28,19
63,72,32,49
2,37,74,4
21,1,44,39
7,56,47,54
5,37,89,41
75,51,88,63
25,69,82,7
90,33,90,31
6,91,49,13
37,52,87,48
20,56,4,21
82,52,77,45
41,95,25,62
59,34,30,72
81,7,7,42
47,54,41,71
32,24,93,26
52,9,59,3
46,94,75,39
19,34,46,2
76,86,93,66
51,20,73,53
1,10,75,54
55,26,48,33
25,26,22,43
54,67,24,48
98,99,45,39
63,38,37,15
25,3,50,39
33,64,75,1
9,25,95,12
