A,B,C,D
25,93,87,90
31,70,10,96
71,21,29,46
77,61,56,61
22,95,41,21
38,10,54,65
15,35,44,47
14,43,62,9
63,35,24,88
90,91,19,51
74,33,77,49
73,21,76,88
89,94,39,42
52,12,41,79
9,36,2,32
98,95,43,65
61,62,38,85
33,87,63,50
20,87,75,72
58,50,21,76
23,88,89,61
41,71,71,3
8,47,15,74
19,63,51,46
7,60,6,9
97,22,25,36
29,43,65,77
68,61,31,42
58,40,55,3
26,80,67,68
24,79,26,92
11,33,15,99
57,89,38,49
50,84,61,42
63,40,73,36
68,56,51,27
29,49,25,8
78,50,95,75
48,41,64,21
48,24,16,93
4,6,89,99
43,12,3,88
22,14,63,42
89,12,62,89
4,59,45,55
86,75,85,30
17,79,60,69
58,56,73,38
88,74,56,88
23,38,17,39
42,72,73,8
36,63,84,66
8,52,68,59
44,61,60,44
65,48,83,19
43,8,96,11
62,64,24,83
93,32,7,31
35,6,23,18
95,33,12,26
1,49,20,4
60,47,93,71
22,69,38,31
29,29,36,23
37,96,55,97
11,53,48,55
73,32,33,47
9,43,25,95
87,23,38,45
30,83,77,69
47,76,39,3
96,2,37,93
92,45,90,32
10,66,79,40
83,90,74,47
45,43,8,51
18,18,61,83
26,69,39,79
74,24,26,82
23,69,19,78
49,32,54,66
73,80,38,23
78,93,4,95
87,71,89,79
16,53,33,3
70,41,29,37
48,96,7,3
27,40,9,22
63,69,41,1
40,16,39,38
44,48,33,13
12,5,86,12
48,63,57,88
52,94,73,99
97,18,51,17
78,11,70,42
87,80,84,53
6,42,27,78
82,26,95,9
67,55,18,81
75,2,28,72
17,88,97,30
66,62,45,12
93,60,17,19
10,88,78,27
47,5,25,13
94,92,88,81
59,72,71,37
81,80,48,43
8,30,62,6
66,99,87,41
64,68,69,25
25,94,65,46
58,2,8,59
57,54,2,21
70,10,77,59
16,52,80,83
13,41,64,95
42,99,48,75
12,78,56,19
65,4,42,73
61,43,43,72
33,62,45,45
75,30,23,5
15,52,24,57
52,77,99,61
16,97,57,97
79,96,87,44
53,87,9,77
57,4,66,86
18,45,26,5
74,52,19,3
2,12,37,93
58,29,43,28
49,58,69,17
83,37,83,73
88,1,62,47
4,18,24,83
3,73,64,27
97,22,93,13
10,72,89,94
21,63,25,79
41,21,3,68
74,21,17,39
27,61,70,6
28,90,98,41
44,74,63,54
37,95,18,50
70,88,35,5
15,72,5,35
69,94,78,3
90,7,48,20
8,46,70,93
34,21,23,63
19,17,86,17
28,3,18,92
39,37,24,91
92,98,99,19
80,42,87,43
42,69,9,23
82,91,43,79
22,32,40,27
48,99,20,29
24,92,78,75
53,60,81,56
90,82,26,60
17,30,91,86
4,21,9,91
79,30,49,81
55,1,30,15
84,22,46,5
73,45,1,40
36,66,39,33
14,26,55,77
44,57,21,70
64,44,86,42
2,90,13,18
97,71,31,45
47,93,69,57
4,61,63,30
63,38,35,74
12,98,45,48
74,29,84,17
8,60,39,86
25,18,45,37
30,40,80,30
75,50,95,35
1,24,82,50
14,90,97,15
83,96,48,55
15,43,76,96
18,11,89,18
43,37,33,59
7,88,49,1
95,47,80,92
94,10,98,61
76,32,17,62
70,94,83,65
15,46,89,1
87,49,90,76
97,35,45,99
65,46,80,18
41,53,38,84
12,91,18,75
46,60,37,95
61,33,91,9
36,67,23,64
37,44,97,39
95,8,31,81
75,26,91,72
76,39,66,75
54,42,80,36
54,51,54,16
83,46,5,62
90,46,55,37
30,75,30,40
2,98,2,70
83,2,90,20
53,53,66,79
49,51,33,22
99,84,5,71
9,29,77,50
62,41,59,2
40,38,52,12
97,26,10,72
92,31,53,45
19,67,9,89
40,67,35,57
45,21,72,62
14,69,51,84
89,20,63,79
30,15,44,70
99,36,1,20
90,58,94,82
60,28,70,88
62,15,99,93
35,75,83,99
65,35,78,76
80,28,28,94
38,46,75,52
21,40,25,8
19,26,55,23
43,71,9,6
7,25,90,87
77,83,13,59
79,90,98,63
76,10,88,72
76,82,42,34
99,5,56,68
44,28,3,92
50,8,12,49
91,69,60,48
27,72,51,10
61,23,27,19
17,5,70,1
75,62,54,41
97,56,32,31
72,59,43,64
80,8,9,68
69,10,65,72
72,11,97,60
27,54,96,62
45,99,85,28
95,63,58,14
66,6,44,61
74,27,4,66
87,91,79,60
7,19,85,51
21,76,91,73
48,54,42,73
60,18,94,6
21,92,1,12
35,14,19,87
47,25,77,38
26,57,20,48
5,91,71,70
22,33,75,10
85,20,89,40
35,72,8,26
87,72,56,45
27,2,3,70
29,13,28,80
54,92,86,3
25,88,40,93
12,61,8,13
91,94,66,90
44,32,91,22
83,96,1,53
10,46,77,65
54,4,61,86
20,46,49,24
29,61,85,64
46,57,60,48
48,85,37,80
22,65,37,2
9,47,75,4
3,65,32,1
44,98,62,40
57,31,49,14
94,66,45,89
44,13,35,7
15,25,16,15
43,75,73,88
17,12,25,17
84,9,55,40
23,98,75,61
51,12,73,65
81,37,32,12
24,30,75,91
11,82,48,84
37,87,36,70
69,79,53,88
13,24,33,51
14,20,63,40
83,50,72,44
44,40,87,47
6,89,42,31
93,7,30,35
21,78,7,60
4,13,59,89
53,10,51,38
24,86,15,66
83,4,67,88
9,4,71,8
97,83,67,35
98,40,93,29
29,41,41,89
54,52,14,71
61,8,28,37
31,53,71,90
86,11,27,13
50,43,19,75
34,56,32,19
25,68,23,8
46,34,41,28
85,39,86,6
96,44,17,30
15,96,64,4
94,88,84,32
4,60,41,24
84,26,90,45
70,90,20,41
1,31,12,83
8,7,80,50
61,57,55,78
15,46,35,46
17,96,22,12
29,35,29,30
89,70,26,17
52,20,32,5
15,25,49,93
30,15,60,37
62,31,16,70
94,8,65,80
17,96,90,7
85,14,87,39
98,6,11,62
5,49,98,90
98,46,63,3
57,79,38,41
26,30,53,17
37,90,70,61
70,58,46,29
51,56,23,56
38,48,31,70
54,95,6,4
47,17,68,85
1,51,28,1
95,45,80,71
4,61,77,31
31,42,65,76
19,68,23,72
38,88,78,21
66,50,81,33
56,94,41,44
70,36,39,54
34,59,13,20
23,58,94,7
81,89,3,79
8,65,40,45
42,53,73,7
23,97,55,58
77,52,21,49
46,41,3,93
35,75,59,60
47,20,63,79
82,6,25,46
53,36,27,50
71,45,77,10
11,38,82,70
68,93,19,67
51,59,65,28
84,38,13,59
26,2,14,1
63,88,32,14
54,49,21,60
62,40,85,37
16,13,22,7
90,74,71,37
76,30,69,50
18,89,55,25
66,61,10,13
5,93,46,31
77,22,69,12
75,75,93,15
46,29,21,4
1,56,61,9
49,68,75,1
55,29,32,57
58,70,96,95
89,5,16,90
29,90,80,31
82,65,1,89
48,65,82,4
53,31,23,83
54,69,8,67
65,61,33,53
96,71,8,84
21,24,48,62
93,92,33,43
34,41,87,50
50,22,53,64
1,30,97,11
43,99,7,33
81,58,26,23
37,64,29,66
32,35,80,47
39,43,21,45
48,34,67,24
88,98,48,11
59,65,85,97
71,80,4,14
90,5,68,91
87,73,69,85
57,2,44,89
23,6,84,89
49,56,76,88
92,18,15,64
4,38,65,35
84,44,30,45
57,10,36,76
48,49,73,89
9,49,77,15
66,53,58,14
71,19,34,90
33,95,24,56
68,60,50,35
6,12,19,56
88,69,65,10
54,47,97,16
6,22,39,77
40,26,33,71
42,96,79,75
4,55,62,2
21,54,54,26
81,38,47,82
52,68,58,48
28,12,93,95
37,86,48,47
85,71,66,82
98,21,61,46
7,76,51,26
10,46,90,5
33,64,63,76
51,17,73,1
1,45,18,12
32,34,64,18
13,13,60,36
26,71,89,38
93,5,34,4
33,25,93,6
53,43,27,47
74,95,35,81
26,76,73,64
20,92,75,75
4,4,2,5
69,92,78,4
12,4,91,56
49,16,29,71
59,76,40,53
9,88,6,57
67,27,93,87
53,82,97,28
92,7,88,19
13,56,97,47
48,59,53,59
68,99,72,64
61,45,58,81
33,5,10,7
88,62,1,22
6,13,27,76
90,21,11,84
43,37,39,70
81,43,40,31
2,69,69,25
73,93,53,56
44,51,36,29
4,91,40,14
46,59,52,93
69,48,80,6
42,56,61,81
92,42,47,60
98,41,8,51
11,25,19,43
71,49,19,77
93,43,63,24
50,55,53,13
31,60,40,13
94,68,51,92
19,47,60,38
6,62,71,32
81,3,11,85
45,18,21,15
49,71,70,55
26,11,46,90
10,25,94,54
58,9,52,50
77,62,60,39
32,43,86,63
81,1,39,49
99,5,96,71
52,11,57,94
69,17,41,34
82,35,14,40
24,46,93,45
45,22,69,57
71,67,45,42
24,56,25,85
93,49,1,10
79,52,27,29
80,91,54,59
67,30,74,2
4,29,23,53
80,92,63,63
65,98,8,61
46,95,58,73
69,40,2,58
33,16,10,44
39,48,53,86
80,89,88,57
81,71,96,14
2,5,18,61
84,62,85,21
41,70,50,58
5,58,12,5
64,88,7,17
88,66,22,2
56,84,55,21
4,27,55,49
11,92,38,11
86,94,33,18
73,94,39,31
60,26,61,68
74,82,66,26
72,78,68,52
52,46,77,53
10,85,82,74
26,81,11,76
96,91,28,35
88,66,24,36
34,14,10,71
24,85,8,39
80,31,32,59
33,42,44,55
14,69,48,62
57,34,6,53
86,30,7,88
44,16,80,38
71,16,57,4
17,77,94,69
12,3,62,13
1,83,63,26
5,27,90,3
37,84,64,79
98,40,20,35
34,80,21,37
6,78,41,43
40,16,47,74
9,44,21,14
51,94,86,78
76,24,2,20
19,78,57,82
70,33,25,2
35,77,43,30
2,87,75,95
47,24,16,97
68,23,63,12
85,38,92,88
31,11,45,91
89,4,73,16
76,47,99,6
27,25,5,84
48,29,45,99
10,14,18,22
48,65,68,69
15,29,82,27
81,30,24,43
72,48,89,50
19,86,93,17
3,82,3,93
42,97,96,54
75,26,26,60
16,2,51,48
68,79,74,67
54,41,87,18
2,3,33,27
31,16,38,84
52,91,29,10
33,23,39,33
67,63,76,14
97,6,60,70
86,29,82,69
20,19,17,66
14,61,97,96
22,79,25,37
46,80,1,5
18,85,18,81
9,16,53,42
76,4,73,47
59,57,55,66
42,15,68,98
44,25,65,47
27,51,40,21
30,98,74,23
34,82,96,86
32,27,83,54
47,41,47,86
39,35,55,37
72,54,62,60
16,58,8,31
31,87,2,34
14,57,46,45
57,35,52,25
94,27,81,53
85,81,60,58
53,15,86,91
14,4,76,7
34,65,5,32
5,55,55,58
7,12,96,80
61,21,43,2
28,71,35,85
35,13,10,72
54,80,64,65
80,76,51,38
46,89,21,52
52,44,10,43
55,40,91,6
27,2,51,37
31,60,27,22
32,59,98,57
84,64,33,28
96,71,21,57
68,11,24,52
44,95,31,95
70,96,88,81
4,37,2,34
32,44,13,94
60,96,33,55
18,52,15,94
16,76,68,56
59,10,73,73
30,55,64,54
57,88,19,40
79,26,46,53
61,61,25,19
95,11,14,80
76,95,64,39
79,83,25,41
57,41,97,32
54,47,59,48
83,16,41,16
23,30,46,51
34,36,25,99
36,42,92,43
94,4,18,99
22,67,42,97
93,34,77,61
22,20,1,85
65,17,94,57
32,55,68,41
97,75,95,73
21,30,81,14
76,91,10,96
67,4,33,89
34,87,28,15
11,65,31,18
69,95,52,37
67,63,23,8
50,11,2,93
55,77,20,22
63,31,21,73
48,28,36,44
92,75,98,51
22,58,34,57
24,33,95,50
83,66,91,13
86,50,88,92
2,10,15,57
96,67,12,87
3,97,91,83
68,5,42,53
52,99,66,22
21,11,31,17
39,79,24,92
5,21,53,79
19,70,95,90
17,84,20,3
67,60,92,35
51,38,23,86
73,46,45,8
73,48,75,62
50,30,47,85
60,52,93,27
53,6,68,57
30,93,55,96
60,96,39,51
51,25,56,81
84,98,73,87
30,56,60,55
16,77,86,43
79,19,52,94
88,18,87,17
47,56,77,16
44,21,60,99
19,54,38,86
46,54,12,82
31,34,16,43
99,46,72,13
10,94,23,81
5,9,8,30
33,80,37,20
28,41,86,72
37,21,98,12
81,48,9,57
73,91,26,33
10,44,63,56
98,58,62,40
80,21,91,87
48,90,85,63
64,94,53,96
44,81,73,85
77,49,42,58
79,77,29,37
50,98,79,48
80,51,83,37
3,53,60,17
67,54,76,17
80,39,27,40
99,51,37,81
75,19,57,63
92,73,80,89
50,90,96,53
2,21,91,70
21,45,93,30
78,58,19,19
84,62,22,96
88,26,45,14
38,80,73,63
11,84,62,82
63,46,73,8
58,95,36,65
24,22,88,17
29,31,52,15
42,26,61,62
15,16,34,5
70,87,23,32
89,41,23,33
5,97,22,16
69,28,59,36
95,66,10,55
16,94,50,7
89,44,16,92
81,93,64,39
59,63,8,98
8,50,54,96
22,44,72,17
90,90,28,86
66,66,85,96
64,96,49,30
92,25,9,74
25,47,25,11
69,70,42,38
31,58,76,92
1,17,39,88
32,37,57,50
58,9,75,40
49,61,74,95
72,96,47,93
85,35,73,24
41,72,59,81
48,41,94,96
99,97,57,58
48,96,22,16
76,9,62,7
82,76,61,78
25,76,46,69
1,58,73,11
80,67,42,67
4,23,19,23
29,5,48,86
11,23,16,37
6,19,52,75
59,43,79,46
21,92,50,44
69,85,79,84
50,30,9,24
12,2,7,5
52,90,83,23
64,46,14,63
66,88,55,88
38,9,27,41
75,89,76,18
5,24,29,83
16,66,5,91
17,97,25,82
43,65,18,1
68,55,74,39
82,64,2,67
15,37,76,51
57,12,24,37
81,75,17,33
21,17,76,50
87,72,56,8
26,49,6,82
53,66,94,67
50,97,97,17
49,39,26,92
68,52,53,4
70,71,64,22
63,86,75,92
71,6,72,83
61,13,50,42
39,86,17,52
48,61,24,46
86,24,36,5
96,4,37,61
9,79,97,67
22,61,34,84
32,79,84,3
2,18,66,7
61,71,33,66
1,16,55,5
57,65,68,71
87,13,17,47
93,84,42,3
50,63,23,85
10,76,17,1
28,16,14,55
60,20,36,22
62,79,25,18
74,13,33,8
15,6,77,55
59,10,22,68
28,20,97,83
56,67,69,34
69,36,2,22
88,77,70,83
5,72,78,36
93,91,22,72
54,29,39,55
24,67,17,99
51,63,39,96
45,39,5,92
22,46,65,48
60,78,39,75
49,26,81,27
34,89,24,2
85,52,14,70
22,62,7,22
20,93,33,75
29,42,73,32
73,68,14,22
76,47,84,53
4,74,59,89
12,91,97,56
59,32,70,35
98,52,74,19
51,22,29,56
56,93,56,58
55,90,50,34
32,99,46,4
57,10,7,65
80,74,85,91
42,74,12,9
23,57,48,19
72,92,55,25
25,26,77,9
16,57,13,76
69,51,45,82
21,86,13,52
64,71,38,51
18,91,97,97
23,15,69,40
17,17,47,38
21,48,3,59
51,34,31,68
34,80,78,85
92,74,48,45
29,64,89,65
21,53,64,60
93,84,50,68
59,48,97,69
22,3,52,52
6,75,83,34
20,34,96,63
44,40,42,54
47,48,81,71
73,47,82,50
40,27,10,17
59,72,73,66
43,10,41,81
73,99,99,59
85,2,39,94
53,89,94,11
58,53,64,38
22,41,17,84
59,2,53,98
27,43,61,54
53,12,89,83
49,60,46,33
46,58,58,78
68,88,78,20
86,72,81,57
6,55,94,4
65,99,76,19
93,31,5,10
39,96,55,60
36,63,20,59
34,92,13,11
15,37,38,4
48,24,46,81
94,14,51,95
15,49,58,18
37,78,45,92
90,92,33,37
40,40,55,84
70,69,92,69
86,89,57,85
3,77,72,50
42,88,39,47
46,60,93,72
40,41,73,97
60,98,11,37
53,54,70,13
43,32,60,26
84,52,66,47
51,46,67,10
87,77,40,83
96,76,84,24
37,6,51,39
47,49,87,66
28,18,42,27
23,96,43,8
1,5,71,88
86,87,35,7
13,50,73,48
3,56,86,30
43,81,71,83
99,43,6,75
42,33,25,20
13,89,80,47
69,65,46,59
30,2,22,51
81,71,1,76
25,45,60,37
95,66,49,93
88,74,27,51
12,13,48,42
40,9,12,55
21,18,25,9
59,69,30,24
84,12,92,88
19,24,88,79
47,38,23,49
66,89,86,42
56,91,27,93
88,72,5,66
33,44,24,95
38,42,74,75
18,29,75,32
62,1,46,30
26,2,78,60
3,73,74,85
35,65,39,5
30,46,32,12
87,19,83,61
91,62,93,25
97,73,77,68
4,51,73,85
61,8,96,91
79,3,3,30
33,91,97,31
69,80,51,68
93,72,35,76
85,39,39,73
41,67,29,13
16,44,97,68
37,48,43,34
99,43,58,62
71,64,45,44
36,84,92,31
17,41,66,93
84,66,54,54
62,84,27,12
32,71,7,75
76,85,15,1
29,34,8,5
65,73,97,31
82,56,39,7
75,9,65,43
86,77,42,89
62,39,72,11
89,30,94,3
47,67,59,83
72,49,86,24
40,99,41,98
10,36,82,67
49,83,54,37
7,70,39,11
77,7,20,54
64,13,49,75
25,62,34,13
79,4,72,74
25,64,57,35
20,2,52,68
96,31,33,78
64,56,1,36
40,25,62,95
87,89,8,58
46,26,30,84
39,55,58,54
61,71,39,92
6,17,92,21
40,64,11,45
25,3,60,41
44,73,3,11
21,81,54,43
85,26,78,96
44,31,73,38
95,48,24,25
29,27,38,16
62,42,18,48
78,2,78,29
99,12,24,24
38,97,15,54
1,93,69,97
95,9,15,43
17,71,61,70
69,89,61,97
38,44,38,54
68,26,64,23
54,34,28,26
55,34,76,55
96,29,74,28
91,11,52,1
83,94,36,91
64,55,51,98
52,54,83,59
80,89,4,48
1,57,35,18
84,11,67,70
47,35,90,63
95,17,8,46
47,61,39,64
95,29,80,34
30,96,11,13
84,95,72,8
59,59,79,66
48,86,32,97
60,81,41,86
17,63,89,94
94,37,59,49
70,38,5,48
75,13,20,63
54,83,16,11
87,78,16,19
40,40,31,92
23,39,67,59
76,11,62,53
21,54,80,12
81,12,98,10
10,22,44,81
74,10,90,25
79,65,72,99
29,42,52,2
2,37,75,39
84,88,69,88
73,21,56,59
90,32,34,99
97,54,23,51
16,95,68,64
1,62,74,10
80,74,26,36
20,74,83,21
33,44,92,53
87,65,84,89
69,97,41,61
44,22,78,79
2,57,18,78
21,27,47,27
71,67,73,34
65,86,85,7
63,68,10,88
71,18,83,46
37,76,2,1
50,24,37,15
49,85,42,8
69,7,23,97
11,50,53,82
73,41,53,4
87,87,81,11
73,87,44,84
69,51,13,32
36,53,10,59
31,77,50,83
38,85,91,89
9,8,2,23
7,4,12,4
9,54,47,5
5,83,11,29
12,52,81,74
59,31,79,25
75,87,97,74
80,19,99,15
97,14,60,48
38,20,3,51
11,82,58,34
46,52,67,81
94,94,34,67
57,62,10,55
35,17,21,35
48,79,77,63
21,32,67,97
62,9,30,40
93,15,72,75
89,19,96,92
18,14,61,53
28,83,11,18
33,97,3,30
89,52,13,68
68,28,77,19
4,74,81,82
51,97,80,32
62,81,42,79
93,61,17,26
17,20,54,95
28,62,4,93
28,79,86,51
19,27,39,75
96,67,87,10
81,52,21,32
94,17,57,32
68,27,5,51
97,37,10,26
33,4,21,66
50,8,18,29
22,11,23,66
40,37,5,8
65,20,96,86
34,23,1,4
6,88,89,95
80,19,68,25
84,47,15,59
66,35,31,35
2,86,21,83
64,69,48,3
25,31,81,75
77,29,79,86
65,79,57,70
89,5,18,57
23,31,97,54
55,94,71,77
91,37,68,17
39,6,85,45
48,39,43,18
41,5,73,48
32,38,52,40
98,50,72,34
45,83,55,29
62,94,25,87
10,58,55,82
90,8,93,41
13,22,78,42
16,72,32,26
1,37,11,51
48,24,30,97
64,70,11,83
98,32,6,59
8,30,92,63
17,50,75,50
57,51,7,86
15,17,91,79
71,11,16,56
49,97,96,22
88,63,9,61
30,98,96,17
94,71,78,51
41,90,38,18
25,83,50,55
32,69,24,92
42,4,11,32
82,69,67,6
16,46,34,52
91,94,71,20
97,65,75,95
61,31,81,42
49,51,3,38
10,28,46,5
61,11,40,45
98,45,58,11
24,71,75,70
72,92,75,55
48,17,55,89
68,52,13,61
58,36,37,56
21,20,37,47
3,17,51,60
52,12,90,6
26,84,27,61
13,25,91,66
60,96,95,36
90,84,47,63
91,78,22,40
6,50,70,76
18,9,19,20
62,74,20,1
2,62,83,32
29,41,87,59
34,89,8,48
57,45,39,14
75,17,99,37
32,56,24,10
51,37,8,56
84,48,29,56
87,71,9,69
59,71,16,97
93,70,25,40
85,96,98,16
43,91,61,71
19,84,72,61
51,22,25,55
75,56,83,80
99,2,65,86
89,16,70,75
96,69,4,6
32,89,55,40
24,25,14,7
24,73,26,22
54,25,25,94
21,10,45,94
6,62,5,80
27,26,82,17
60,74,57,35
79,15,16,63
52,56,78,28
15,61,14,48
61,33,73,40
69,82,16,55
65,65,92,53
78,70,11,25
99,82,31,1
87,25,8,25
70,66,36,44
87,46,61,47
75,9,37,71
63,37,95,97
70,11,70,58
88,55,29,18
1,85,65,89
53,87,13,88
96,5,51,96
32,63,57,27
92,33,15,95
35,50,27,82
6,16,74,19
97,54,28,30
66,12,65,50
96,24,35,48
97,39,34,57
95,80,9,36
14,42,70,72
54,48,94,57
90,71,3,53
16,52,41,37
67,50,74,46
5,47,27,48
76,5,80,6
49,53,91,18
32,96,22,93
68,83,5,38
12,91,86,32
99,6,87,88
48,91,35,26
87,23,12,96
69,69,15,27
65,66,33,44
41,31,13,36
7,67,63,55
45,27,53,51
93,77,9,95
5,40,91,49
36,31,13,68
59,43,43,94
18,88,83,42
19,84,99,89
29,46,83,57
99,15,74,73
23,11,99,71
47,63,72,69
69,78,26,12
99,61,86,48
31,39,9,46
26,29,38,86
5,49,84,89
55,35,30,35
53,16,97,92
43,55,67,46
9,81,99,99
94,63,1,32
64,64,32,42
67,49,47,65
89,37,61,88
63,61,1,24
33,3,68,12
43,41,93,1
20,86,21,12
32,27,16,14
67,57,39,74
33,86,93,40
16,42,19,70
39,51,51,10
78,66,30,95
73,1,54,77
30,16,89,57
80,50,61,86
7,64,73,37
51,15,4,87
25,40,94,87
51,60,57,59
38,87,42,50
46,51,85,10
33,82,3,27
26,22,14,59
98,65,4,94
69,89,31,75
15,23,44,19
28,85,40,19
41,10,51,95
9,77,87,38
61,50,28,5
30,25,92,17
92,15,67,70
61,48,26,4
56,77,51,67
42,49,65,68
65,42,41,23
57,57,12,41
27,20,56,11
38,52,72,15
1,45,4,39
81,41,56,51
21,60,89,61
10,3,42,5
5,7,37,36
36,24,4,74
56,77,26,54
27,59,13,90
28,61,96,81
42,91,50,15
6,26,53,39
77,19,35,14
44,60,20,71
28,48,81,21
80,33,9,53
94,3,3,74
57,87,12,23
71,30,90,66
97,52,81,84
40,18,73,22
16,37,92,16
81,7,24,26
72,82,44,35
5,53,63,51
6,8,17,4
27,72,34,89
34,82,33,81
40,7,15,48
12,69,95,77
75,54,55,95
30,38,64,47
5,19,44,79
97,61,62,89
66,4,3,21
11,76,27,35
96,88,94,64
50,26,60,8
17,23,84,14
30,20,62,77
89,88,75,73
78,70,50,5
57,91,43,63
89,6,25,23
74,65,58,52
38,2,16,9
44,35,58,2
47,73,21,57
78,36,3,88
78,53,87,1
46,58,60,62
79,77,26,39
5,47,86,41
33,86,28,2
61,17,96,30
33,15,69,30
26,92,88,18
27,21,84,59
30,76,93,29
42,81,81,47
51,52,98,74
96,22,94,15
25,13,19,51
90,53,9,7
50,10,61,91
99,43,5,7
33,76,8,11
44,1,67,70
7,20,20,66
66,53,58,95
12,75,53,10
87,55,89,66
19,35,43,85
73,35,72,52
32,3,99,62
66,23,18,43
62,82,49,30
73,66,40,89
3,64,43,63
88,96,35,11
69,2,23,87
58,17,98,22
37,59,31,6
39,84,43,30
95,26,21,97
10,55,29,46
30,46,93,7
66,14,24,61
8,83,45,99
20,34,21,18
71,95,60,46
43,10,97,37
56,40,3,3
54,95,41,51
66,70,44,49
79,60,68,52
87,12,19,72
54,98,23,67
88,7,22,75
55,17,70,99
80,22,42,84
48,21,96,36
5,52,17,14
