A,B,C,D
47,78,16,66
31,80,60,92
2,10,15,76
18,72,66,46
3,49,21,34
44,67,70,98
41,51,29,30
66,51,53,74
59,26,24,20
56,96,2,27
6,96,22,34
31,49,93,74
58,4,34,35
20,22,1,6
13,41,45,13
92,20,41,80
36,4,51,69
88,84,33,36
74,71,4,72
12,92,44,2
15,45,73,61
44,19,63,45
21,17,14,51
21,22,52,9
24,14,65,72
30,6,32,67
46,40,97,80
51,75,94,86
27,96,23,3
74,72,77,83
32,52,78,30
69,7,6,22
75,95,52,44
68,98,69,78
70,40,14,71
17,83,49,29
98,63,52,88
63,88,29,16
56,13,69,1
34,68,91,1
92,34,61,30
95,60,55,65
22,53,4,6
80,83,75,62
37,27,45,60
57,60,38,63
71,85,77,54
25,24,79,90
11,22,36,93
76,85,89,41
12,49,58,64
50,90,54,30
32,25,82,29
82,84,75,10
24,18,78,36
85,94,91,62
27,19,92,8
97,97,80,87
17,17,22,19
52,32,94,37
44,41,24,30
63,35,83,33
33,44,37,96
30,4,42,86
62,12,43,58
94,78,1,91
42,18,24,71
4,65,5,46
87,65,88,62
34,35,93,93
33,14,62,49
56,28,7,13
20,12,94,88
44,24,65,59
43,96,62,40
29,56,68,33
54,47,42,81
77,48,83,51
51,91,42,55
70,35,65,65
4,66,86,51
83,76,5,21
13,29,88,47
19,38,51,82
95,23,34,53
16,3,48,65
14,80,57,10
19,22,74,97
1,83,80,65
60,80,10,75
6,35,38,86
61,8,13,9
47,1,33,66
79,81,40,70
87,88,62,33
41,75,1,9
49,35,38,6
62,77,77,97
21,98,57,8
72,88,92,8
36,31,65,24
13,81,82,41
12,78,89,48
74,19,91,28
74,57,85,39
6,62,61,58
27,56,64,94
17,95,43,42
15,68,95,1
34,20,29,31
3,31,15,29
42,57,88,37
32,18,41,56
19,10,88,63
6,61,40,14
85,23,11,13
9,30,4,13
98,86,96,33
64,83,24,29
51,83,85,82
27,27,41,39
33,97,40,50
96,58,40,36
55,55,96,26
84,16,23,37
27,39,44,79
56,58,3,8
64,91,60,92
68,41,54,62
84,67,41,24
15,87,99,95
30,34,5,49
3,80,20,43
35,78,32,60
96,24,1,63
9,62,85,24
42,34,57,84
43,67,27,88
78,6,56,95
88,37,95,21
68,80,25,19
2,76,42,55
79,61,99,16
63,10,84,33
5,77,63,36
87,52,79,30
90,91,71,18
36,21,22,53
27,78,52,54
61,67,35,47
25,50,47,46
61,87,79,35
58,84,56,52
85,36,69,53
75,47,12,63
94,20,52,68
31,65,62,16
89,2,92,98
85,94,80,84
9,38,18,64
34,22,60,99
53,74,38,64
92,60,59,8
36,92,80,34
43,13,64,94
43,71,82,89
15,64,92,98
78,56,23,9
47,75,87,2
4,59,55,30
60,27,63,44
16,27,16,28
92,18,84,50
86,76,31,33
69,75,21,88
6,14,34,87
75,58,46,97
39,40,31,9
17,46,70,47
4,32,73,26
2,82,39,89
40,1,67,4
67,11,84,75
60,6,73,33
76,44,8,45
54,2,48,78
8,82,22,6
95,74,57,24
94,38,15,59
68,50,73,15
57,57,31,81
59,6,8,24
97,31,87,88
10,90,72,57
21,93,85,3
73,46,1,19
23,21,87,43
46,16,87,49
56,49,78,58
50,91,6,27
11,76,38,72
32,29,39,40
70,26,10,24
83,44,1,9
32,49,85,8
78,72,45,83
5,94,77,63
11,86,33,17
90,43,79,78
54,6,22,47
39,10,59,35
17,39,4,30
39,71,31,3
3,35,2,54
41,99,63,42
69,79,97,30
13,52,12,51
57,39,90,34
67,6,71,63
50,1,8,62
30,88,47,81
81,91,76,23
95,8,92,67
96,29,85,72
12,79,26,51
57,52,60,94
14,14,22,95
62,76,28,12
85,93,5,53
77,65,4,89
73,56,2,68
59,19,53,12
66,59,49,32
99,44,95,10
11,51,56,94
16,41,58,86
82,51,10,71
17,54,56,8
18,21,9,29
87,19,30,75
37,55,21,35
50,26,74,50
23,61,54,36
81,82,15,48
46,13,15,6
60,29,35,91
74,95,30,29
81,67,17,45
12,25,25,24
52,91,75,77
53,71,90,29
63,61,5,96
10,70,3,11
7,18,30,96
29,57,21,5
80,53,75,96
19,75,66,86
38,38,80,9
63,18,58,2
79,55,48,34
58,32,42,22
58,21,26,2
93,82,99,98
42,36,64,61
52,39,5,97
17,37,19,95
13,39,13,78
99,24,48,23
20,90,49,22
5,53,66,5
56,90,23,45
3,79,94,86
70,73,14,35
40,31,60,99
19,66,39,62
7,44,65,34
77,28,15,59
38,12,32,46
29,47,28,72
88,39,60,13
91,51,72,3
2,85,61,87
26,73,74,62
12,51,51,24
13,33,28,41
66,69,34,73
28,42,2,61
87,60,32,68
47,89,19,79
16,11,45,2
17,76,86,22
58,15,69,15
7,38,46,97
90,3,28,21
37,4,24,98
3,53,14,33
68,56,50,67
72,85,65,44
37,91,28,89
1,39,43,42
27,51,99,7
11,35,23,70
3,63,86,7
84,56,13,14
1,44,77,82
20,95,19,99
14,77,59,7
59,58,89,11
65,10,19,61
93,64,29,35
1,16,22,56
49,6,21,13
92,59,98,22
17,22,79,74
16,18,64,84
58,65,77,72
87,93,2,69
75,65,82,84
49,76,91,2
28,71,36,46
12,25,13,53
30,79,43,94
10,76,2,92
85,34,72,18
34,90,66,18
24,9,3,65
50,24,2,4
51,80,61,82
25,9,86,51
83,66,58,67
57,55,69,50
82,75,63,19
89,22,17,35
72,29,41,81
96,46,33,76
1,41,41,2
56,14,72,31
90,25,70,51
13,88,37,5
32,80,86,89
70,29,9,42
80,3,34,26
9,11,5,89
86,53,41,14
3,19,10,16
80,20,94,81
27,44,87,85
55,53,55,88
26,23,95,3
2,26,31,88
22,90,77,17
99,61,30,36
41,33,16,61
88,74,64,47
14,65,53,76
88,56,74,14
85,75,76,28
5,1,73,32
99,20,84,31
32,75,96,30
69,30,36,16
9,25,90,23
99,2,13,34
58,51,30,38
43,2,58,27
15,1,50,74
75,69,63,64
24,87,29,90
61,83,54,46
47,17,25,52
49,94,33,30
30,29,74,89
66,88,94,19
83,5,90,62
79,50,80,72
35,54,72,60
29,89,73,81
7,23,53,94
44,88,47,30
56,83,79,60
8,82,40,20
28,99,54,57
83,28,91,30
87,77,60,24
12,50,29,80
18,29,78,16
17,67,64,94
81,20,63,43
46,82,72,1
25,82,58,86
96,78,16,26
27,70,56,12
68,67,63,83
62,81,5,54
54,33,21,18
39,50,92,22
53,87,56,33
25,13,13,74
19,7,20,46
25,72,82,37
5,72,12,66
58,4,97,43
98,68,92,3
23,42,15,67
42,65,60,99
21,33,98,30
88,11,54,84
70,16,63,38
70,13,22,4
68,86,21,73
34,61,24,74
60,34,96,22
5,27,60,40
14,61,73,59
43,98,11,9
52,14,76,94
77,99,18,35
78,33,57,91
51,92,84,69
68,7,91,42
50,65,30,71
31,6,79,58
4,83,62,44
94,41,62,49
82,30,40,53
46,63,85,59
63,56,3,87
18,22,64,78
46,16,19,63
70,5,78,5
62,98,49,16
36,25,66,51
58,23,88,54
37,75,96,72
74,62,49,85
81,10,45,2
85,7,42,19
57,12,38,33
51,10,22,91
42,77,71,51
4,79,40,53
56,3,25,61
70,10,38,61
18,55,9,8
57,79,69,97
85,72,45,66
87,97,93,74
60,4,54,18
12,85,37,42
78,98,9,81
10,85,27,12
30,33,55,40
4,48,19,82
14,42,32,84
34,31,48,72
31,44,77,10
62,53,75,44
73,48,69,77
43,3,49,63
63,94,77,63
35,88,78,63
12,65,19,46
31,34,56,68
82,36,43,15
76,61,61,21
92,27,47,81
17,88,25,57
57,42,84,47
2,66,19,12
59,54,15,42
93,87,54,49
68,51,78,23
64,63,74,23
32,97,82,1
17,43,98,10
93,99,75,33
59,16,16,64
28,44,33,82
84,33,95,18
19,1,5,57
57,3,69,80
14,45,99,70
77,15,79,17
13,81,14,46
59,82,79,36
64,23,23,50
13,4,91,74
58,75,16,74
33,87,43,39
10,85,45,49
77,33,30,70
24,50,85,96
42,62,8,84
18,71,81,54
82,55,80,30
30,1,20,69
86,54,26,19
8,53,33,14
52,58,77,74
41,4,71,86
73,73,96,7
73,87,78,74
20,75,56,74
73,48,58,67
49,30,6,32
52,90,34,56
77,1,98,47
74,44,47,91
11,46,39,53
31,29,84,47
20,63,74,61
58,59,34,20
98,98,95,25
6,79,23,86
77,95,59,88
55,94,67,50
87,76,29,63
55,45,13,49
11,37,27,50
54,91,82,25
82,7,35,40
73,66,78,83
65,9,49,74
41,13,91,76
40,23,67,78
17,6,26,46
32,64,41,7
7,23,79,85
35,71,62,86
34,68,2,40
66,88,67,58
61,51,33,96
66,35,18,4
48,39,58,90
28,2,23,75
11,43,20,16
56,8,13,82
50,74,12,77
42,17,57,26
71,59,34,30
39,64,91,90
42,92,24,16
96,17,40,29
88,34,83,51
97,71,54,30
54,47,65,42
38,53,74,99
3,1,62,37
9,58,22,22
4,35,9,46
5,36,96,93
18,4,9,26
87,95,83,14
96,8,58,52
35,4,94,33
3,18,93,38
88,1,1,86
67,77,10,8
30,10,30,53
22,57,15,71
12,47,17,38
41,74,29,26
75,41,96,77
55,71,66,57
12,31,4,69
1,16,58,43
35,85,34,57
64,14,90,13
86,37,47,90
93,53,62,84
41,31,2,87
85,30,97,89
11,27,2,88
83,5,88,90
18,11,79,29
70,62,57,11
29,46,35,47
97,75,78,62
51,87,61,47
5,57,14,99
58,94,94,38
64,74,18,86
99,29,91,94
20,8,33,98
55,66,82,35
53,31,3,5
58,29,27,12
27,1,49,82
57,64,52,80
47,35,92,73
92,16,21,12
7,83,70,73
28,38,72,52
41,31,64,23
32,70,13,37
86,12,1,51
51,25,8,20
8,67,90,69
92,38,84,55
17,22,2,49
36,92,33,76
96,67,95,31
62,72,31,38
91,95,99,19
10,71,91,24
40,93,74,42
77,94,98,36
34,41,57,55
23,15,98,84
24,63,79,75
24,44,73,93
78,84,50,37
89,90,23,67
75,81,55,48
83,58,35,11
2,62,92,63
89,78,25,40
83,90,90,21
75,66,74,85
35,98,57,64
53,73,27,59
59,77,41,75
79,73,65,7
16,22,23,76
28,71,81,57
27,57,32,94
51,37,24,20
7,53,17,77
6,80,17,81
71,74,41,46
35,35,4,98
6,72,64,93
73,90,2,55
78,3,93,41
69,4,72,28
64,87,10,57
96,24,18,39
11,59,82,30
24,49,97,15
73,50,27,1
70,67,23,52
71,99,32,62
29,32,5,25
82,71,16,67
21,71,22,63
85,70,7,98
96,71,66,82
1,54,31,87
70,75,71,20
30,84,42,85
86,88,2,43
61,12,2,5
44,71,11,68
34,44,43,96
84,59,26,73
80,79,76,26
15,22,80,55
83,8,27,46
14,15,86,92
65,3,45,27
89,26,49,66
29,54,58,33
90,1,71,96
52,76,48,96
27,76,52,47
63,59,85,88
18,56,39,86
47,52,73,86
56,7,47,83
98,94,59,56
59,35,95,58
43,48,29,33
11,91,14,9
26,74,16,13
82,23,81,98
80,12,86,93
87,17,9,48
16,92,66,31
49,67,98,2
55,23,54,31
63,28,74,65
31,19,58,31
87,12,77,83
96,35,40,39
45,88,97,87
32,45,1,63
18,2,16,2
57,34,72,82
7,38,54,22
41,44,30,47
56,46,61,5
68,21,22,83
18,47,41,80
90,6,52,49
40,4,37,91
5,30,88,81
24,94,37,48
31,41,38,9
16,26,80,42
72,24,12,11
87,22,50,9
91,97,37,63
24,73,96,51
42,21,71,18
26,73,50,26
46,13,30,68
58,7,84,87
12,14,96,22
94,38,81,41
41,95,78,80
7,36,22,58
52,20,75,1
80,96,51,46
36,27,41,72
94,91,99,72
47,16,46,68
58,1,70,65
47,34,94,78
5,81,39,64
94,87,54,40
93,87,55,4
39,33,72,93
43,74,52,65
33,13,88,36
17,82,77,42
73,21,35,5
94,28,97,64
9,7,27,66
98,49,7,87
36,48,70,40
94,24,76,95
64,46,1,66
4,85,2,22
57,48,97,70
78,41,19,62
86,24,30,64
47,51,73,32
72,10,22,4
56,26,36,37
75,44,62,22
37,5,24,12
74,97,38,24
66,5,54,73
8,32,70,38
53,1,23,10
46,24,9,72
24,65,16,33
48,79,59,60
56,62,94,47
65,21,93,21
79,52,32,92
89,93,37,80
68,64,28,18
52,84,8,68
74,45,71,73
9,81,84,3
64,13,22,32
82,36,63,24
8,98,73,28
66,48,30,71
64,48,50,22
78,67,45,82
14,13,91,29
77,84,36,90
88,64,64,15
16,63,72,95
75,89,59,94
63,95,58,85
57,69,34,26
1,89,84,80
46,62,98,73
5,92,92,37
99,68,22,79
29,21,56,95
52,33,17,18
90,59,85,78
1,33,86,27
18,26,31,75
36,51,37,18
37,41,2,84
16,76,42,69
60,4,95,57
75,93,93,60
46,81,1,39
8,12,78,12
46,38,45,70
88,56,33,98
33,2,84,90
65,31,28,13
10,3,60,92
2,39,40,18
8,71,33,5
56,19,53,17
80,39,40,61
65,66,31,35
5,70,11,61
4,13,41,14
79,34,29,87
50,12,99,27
69,88,32,23
60,36,22,61
84,66,34,88
57,55,47,84
1,48,53,12
15,41,52,65
26,58,39,24
73,81,58,80
16,39,57,83
66,24,88,47
26,46,33,39
52,25,14,23
45,51,28,32
41,32,54,64
18,85,98,47
82,83,71,47
86,41,7,91
37,39,50,33
77,16,92,85
5,38,53,84
31,93,28,25
37,53,16,46
56,43,51,53
95,1,86,15
46,69,34,11
82,53,96,25
92,6,91,95
77,98,53,15
33,86,88,67
59,9,17,18
58,23,67,2
23,68,96,73
1,92,27,63
54,34,51,91
63,54,89,30
83,83,15,68
88,74,69,60
50,21,49,87
51,74,86,32
48,52,95,22
76,15,35,90
30,52,2,18
82,60,60,46
63,79,32,36
3,87,36,84
28,93,24,92
53,45,43,27
79,94,6,41
95,65,8,92
72,24,47,45
95,60,86,29
60,16,72,90
84,10,38,11
46,42,83,84
23,43,20,61
54,34,37,68
8,59,78,40
51,51,52,24
33,3,86,62
50,17,26,39
24,81,47,84
34,9,3,54
92,29,27,71
78,94,48,87
39,28,95,25
69,84,48,66
1,23,83,69
15,55,68,41
60,48,26,45
18,12,82,57
17,61,64,70
24,26,15,30
64,69,62,55
86,86,82,2
17,13,46,14
80,69,8,62
80,16,49,90
87,82,73,93
19,43,18,51
41,63,8,35
3,25,24,27
17,78,92,27
70,82,20,48
3,24,93,10
10,16,70,56
37,95,94,11
55,3,51,14
84,28,60,74
15,25,24,69
51,2,89,70
91,68,80,23
74,5,72,42
7,94,75,2
19,41,32,49
54,38,52,40
61,85,89,24
37,90,88,56
81,53,21,51
9,37,84,79
92,57,72,14
62,94,34,22
90,52,5,69
56,29,30,10
20,34,15,59
70,31,16,52
9,4,72,99
84,57,89,4
37,6,47,48
4,75,76,94
6,5,56,16
78,93,91,67
87,70,75,94
4,93,6,60
64,69,52,4
30,87,85,52
12,76,10,76
34,50,59,51
74,97,82,24
62,67,91,80
45,73,91,63
64,59,61,18
38,47,66,44
50,81,80,61
99,64,27,51
95,72,37,52
92,11,63,73
72,53,51,40
77,46,26,85
89,7,59,75
49,25,28,78
82,87,42,44
87,11,11,12
53,58,2,32
64,45,16,10
42,46,32,63
48,28,29,54
37,70,60,66
47,52,66,34
92,18,38,13
93,36,67,11
14,14,66,13
44,33,75,62
69,34,44,27
65,31,45,10
20,11,54,12
85,50,58,55
46,87,81,73
96,12,78,78
92,85,5,37
60,30,58,89
66,26,81,33
37,18,18,2
35,96,12,99
71,65,52,67
74,86,82,82
81,20,9,86
8,84,38,35
71,42,78,78
54,2,26,50
56,73,99,85
74,73,5,51
41,20,32,29
60,98,19,82
76,76,11,13
1,7,33,72
20,2,69,59
62,44,95,1
26,18,78,85
73,66,87,93
98,76,19,54
56,21,16,46
13,41,48,65
64,78,17,93
5,55,64,99
70,2,11,60
69,79,82,52
58,52,3,6
49,57,2,99
82,29,49,52
56,76,40,31
3,90,58,32
21,46,38,8
20,28,14,78
2,13,98,73
30,23,15,84
46,54,7,14
30,80,15,21
11,11,82,31
95,27,19,30
5,12,18,1
65,49,81,39
66,77,27,65
65,33,13,69
89,3,14,62
12,61,17,16
95,41,20,98
86,60,72,54
78,22,76,45
78,56,20,77
56,42,57,40
17,24,72,5
20,9,75,99
7,63,74,59
78,2,8,99
97,90,19,41
50,42,65,35
14,51,35,39
65,2,2,40
34,54,29,69
95,30,61,86
29,6,1,79
4,2,17,50
99,98,41,30
65,5,33,35
74,53,10,34
54,87,62,51
26,7,77,42
64,21,96,21
57,99,82,92
6,66,30,22
99,64,70,92
91,83,13,3
93,51,73,71
99,52,59,39
41,40,7,32
77,71,5,43
30,44,77,11
5,31,13,43
72,67,42,38
57,64,32,61
54,3,55,36
93,73,76,13
22,80,85,96
82,21,45,32
91,29,8,86
75,13,17,62
11,54,73,17
58,58,55,38
97,96,75,71
27,69,61,61
65,97,93,88
87,29,78,55
66,38,53,46
88,85,15,9
26,59,99,30
41,29,25,89
86,55,99,50
9,94,6,61
47,87,45,49
87,39,96,62
84,60,46,85
92,37,56,53
7,27,44,65
58,92,77,2
60,13,10,35
50,36,62,88
84,19,91,26
40,71,50,30
2,1,28,63
4,45,26,49
63,1,26,40
31,5,16,89
9,43,68,12
81,27,66,18
50,49,99,30
87,10,36,62
41,18,52,21
24,46,21,6
34,93,25,58
38,69,7,79
82,65,32,81
1,40,9,55
95,88,45,13
84,26,53,74
32,23,51,11
24,77,54,97
36,4,2,71
5,5,13,36
29,14,36,98
1,61,14,7
74,7,97,51
81,8,85,60
59,75,18,96
60,63,68,35
84,98,47,28
13,95,96,64
94,7,80,73
69,52,74,39
76,67,55,90
66,57,16,68
22,58,36,74
65,75,98,49
18,77,43,17
35,85,46,34
57,12,59,96
58,2,97,37
78,8,33,53
31,73,45,71
90,32,24,24
20,2,61,42
41,54,15,46
45,39,9,60
76,31,17,12
25,37,76,30
65,42,29,44
26,41,33,66
40,33,46,86
47,95,98,6
86,71,97,82
24,32,89,90
74,49,61,32
54,38,8,11
96,52,45,24
98,73,39,92
5,39,89,81
69,88,55,52
55,13,78,3
98,72,38,62
95,91,24,13
48,12,26,40
42,4,28,5
51,37,54,42
82,83,38,6
88,15,19,86
18,23,68,61
76,10,53,81
19,80,60,94
48,93,98,68
56,35,20,60
82,51,91,2
1,53,75,14
4,95,91,21
52,45,87,61
1,63,59,54
88,82,30,7
10,87,25,78
6,13,57,41
50,64,58,24
83,14,35,29
76,75,46,18
11,44,34,93
77,20,19,42
89,81,94,64
88,19,56,57
45,83,80,35
47,16,41,30
66,47,96,55
26,92,8,58
30,54,95,23
68,6,73,59
54,88,22,85
86,50,2,46
6,41,35,12
45,67,76,14
49,41,71,77
32,98,56,75
97,4,65,54
32,96,64,76
66,61,9,31
2,61,94,6
19,53,6,20
17,62,40,10
45,46,52,66
66,65,74,78
83,96,11,43
3,31,70,44
3,41,11,99
22,5,20,38
39,87,24,82
61,89,15,29
3,37,17,73
45,88,33,25
13,59,81,85
1,17,61,68
11,86,43,52
95,92,77,31
12,55,6,71
26,25,35,35
8,4,90,17
23,96,60,81
20,92,39,27
11,75,43,33
12,34,8,97
74,26,19,40
31,25,33,10
42,87,44,89
69,67,25,86
22,23,11,40
18,78,49,12
99,62,11,32
56,75,64,44
14,68,68,87
20,8,3,94
68,29,49,99
28,92,33,23
31,85,83,98
98,53,98,59
35,38,34,85
94,96,82,25
61,83,8,87
23,80,58,5
12,90,3,76
47,64,4,47
74,30,88,28
49,51,5,62
27,70,55,39
25,25,18,95
91,42,86,65
50,80,30,51
66,70,26,79
70,28,79,21
52,23,50,39
73,91,84,68
20,60,99,49
71,15,90,55
21,9,7,79
36,77,76,63
17,68,59,89
85,4,95,45
14,37,30,71
70,35,5,43
55,35,26,91
67,21,42,86
77,76,86,73
21,37,48,83
16,1,33,97
72,54,90,10
17,92,53,26
83,44,99,98
73,43,39,90
67,72,68,87
13,50,37,49
2,73,55,45
12,49,29,51
24,7,51,47
46,46,38,71
39,91,8,61
49,70,10,87
49,1,37,57
30,61,13,15
97,86,76,40
84,35,73,35
22,61,70,16
85,78,42,62
53,22,91,71
63,20,30,52
32,85,68,99
6,34,42,23
8,26,63,21
91,43,10,15
67,57,73,9
90,21,7,9
10,25,43,92
96,36,59,14
45,49,55,49
58,86,80,95
19,96,50,30
20,39,63,8
88,97,10,2
64,49,88,89
55,99,29,39
36,68,71,64
4,7,63,98
28,45,90,43
91,79,5,49
39,8,45,53
82,27,13,20
73,79,52,42
54,92,18,74
51,38,91,99
66,32,46,97
50,29,76,98
19,24,58,29
27,48,81,95
85,83,32,39
98,83,17,13
13,44,68,77
44,73,44,91
77,40,37,60
15,55,46,82
74,94,57,96
