A,B,C,D
84,77,8,85
61,33,67,46
80,19,79,51
68,39,81,22
38,98,43,8
9,55,5,52
5,50,99,74
32,6,79,60
20,51,90,83
8,52,69,26
2,61,98,94
85,78,64,50
8,17,88,30
99,84,96,59
95,3,75,66
78,7,96,61
67,66,89,21
13,87,45,38
29,72,64,68
99,81,87,60
3,69,8,42
82,8,57,19
63,15,57,52
75,10,25,71
65,54,52,42
9,5,56,19
91,77,49,88
67,98,1,89
47,76,23,97
77,57,12,96
9,83,47,52
33,78,29,43
6,72,73,20
55,4,79,40
57,69,11,36
26,64,86,39
25,12,58,26
37,51,8,38
4,56,82,81
43,91,48,37
29,20,55,77
46,60,71,95
5,47,93,51
27,61,31,39
94,64,68,81
29,39,43,68
83,97,3,85
93,29,95,56
67,29,17,19
53,54,75,89
26,39,65,55
78,60,85,8
78,30,71,22
6,58,98,36
44,12,51,63
28,93,64,91
82,84,33,27
23,71,47,15
60,83,3,77
3,38,70,74
23,82,13,33
41,58,72,10
41,38,49,1
57,41,82,95
37,34,33,51
57,15,21,61
30,29,68,29
18,82,32,60
19,56,73,38
51,96,30,2
3,35,37,13
40,89,47,71
54,21,73,82
90,69,24,42
42,28,21,31
71,27,39,91
18,91,97,55
5,71,19,95
90,64,41,22
9,38,42,27
5,93,33,55
62,29,68,48
36,53,84,45
16,49,56,85
31,29,76,8
82,72,62,86
36,27,64,57
1,20,75,86
51,3,55,66
95,46,4,10
36,97,55,15
51,1,32,1
36,36,88,83
56,83,45,49
95,8,17,9
74,20,46,60
44,93,95,96
92,55,4,46
55,38,50,62
8,11,28,57
34,42,34,88
69,88,93,25
91,42,90,39
73,49,59,94
42,40,7,93
8,41,23,81
70,46,77,52
94,91,24,70
49,2,72,19
72,27,77,62
39,47,16,50
54,32,49,86
72,85,2,2
76,65,18,5
90,82,73,92
65,62,74,84
36,6,14,12
69,11,57,44
90,11,62,32
79,95,36,85
94,25,38,41
88,30,46,57
60,48,9,46
13,78,26,58
73,70,27,23
71,81,95,27
1,57,64,53
70,7,56,16
3,84,84,46
99,16,31,7
92,98,98,12
67,73,39,63
41,64,27,30
54,5,78,44
86,45,19,74
53,16,51,58
91,69,66,25
72,5,43,25
31,8,80,47
47,24,5,88
71,57,32,8
34,76,71,22
43,39,14,79
95,56,51,66
15,58,93,15
61,99,26,97
4,7,44,49
34,94,64,83
2,9,67,3
71,30,64,45
46,57,46,83
16,93,43,48
76,59,79,4
52,94,37,52
73,75,65,93
27,31,45,27
78,60,16,16
58,63,62,76
79,73,60,63
40,23,73,4
29,51,23,20
13,40,1,16
22,86,61,98
27,19,75,69
85,37,83,25
95,91,5,18
15,20,56,12
82,57,81,47
26,81,12,25
39,34,95,59
74,47,61,44
23,51,78,10
97,10,83,86
65,11,21,33
91,77,53,77
4,51,18,63
93,42,45,77
8,90,34,15
9,77,67,76
31,70,69,17
82,2,24,59
76,71,27,48
85,39,34,5
54,70,18,77
92,99,9,57
98,6,16,95
44,93,24,49
85,80,84,4
42,7,75,68
4,37,18,86
75,72,46,27
23,7,43,36
67,12,34,61
25,74,64,31
14,2,40,6
32,5,55,56
59,34,72,41
93,94,81,6
36,43,54,33
63,13,33,10
89,16,97,93
53,98,26,41
55,39,47,44
1,86,48,78
26,16,79,50
21,62,15,59
91,25,78,84
27,4,40,52
25,35,29,14
73,85,7,55
80,22,13,73
68,30,89,90
3,33,88,61
85,66,76,7
27,11,7,94
86,11,35,99
33,18,48,16
78,8,38,32
55,61,48,41
87,18,9,6
68,26,73,7
63,74,45,21
96,70,19,22
87,48,88,62
36,17,38,61
60,98,33,46
60,1,84,21
65,66,74,66
9,7,28,50
29,87,59,5
70,88,41,22
4,61,85,97
75,62,73,79
90,79,59,76
7,79,25,37
57,81,8,50
17,83,11,13
78,46,33,75
17,4,90,68
8,42,64,91
30,21,61,15
82,81,84,51
20,98,55,82
29,67,91,86
54,23,63,71
4,80,22,99
84,73,46,24
16,41,13,55
25,5,55,36
9,97,51,17
2,67,90,53
29,30,80,35
5,77,35,3
25,56,67,39
65,79,38,39
67,33,88,17
62,96,94,64
78,52,9,62
79,31,9,1
75,79,97,55
69,42,74,73
74,63,81,98
62,25,54,36
28,7,2,40
97,4,97,35
12,88,45,6
70,95,49,25
44,87,62,54
98,13,6,50
39,7,54,92
93,80,34,41
97,45,60,27
10,62,28,85
23,47,52,50
55,80,63,53
72,61,75,42
34,43,8,82
76,56,55,16
60,66,77,39
29,38,41,26
73,30,72,68
67,35,6,24
50,31,54,19
1,49,22,46
57,80,11,9
2,24,33,6
69,48,86,74
6,63,4,14
32,84,91,92
78,30,52,82
41,40,30,32
87,21,52,52
18,13,35,83
41,17,26,36
50,58,51,78
32,28,90,92
15,85,33,77
69,88,31,47
76,57,30,16
67,2,76,85
28,83,18,59
38,34,19,98
63,85,63,80
41,98,92,21
68,99,37,80
8,45,24,19
76,95,58,56
48,37,12,79
2,27,31,37
72,28,1,75
90,86,19,69
46,43,78,8
40,77,24,2
63,2,51,16
78,50,55,69
93,26,29,23
7,53,68,9
1,34,39,31
52,81,3,49
23,37,38,97
73,77,79,87
43,91,16,53
62,73,28,32
85,89,31,83
74,84,39,72
74,53,98,41
22,26,93,26
99,74,3,14
75,77,53,45
14,75,28,6
8,32,14,45
29,54,21,49
1,15,75,49
8,37,90,70
36,40,2,39
20,81,91,81
95,50,95,50
62,91,32,23
94,78,18,22
85,62,12,99
18,5,97,90
74,65,93,72
24,10,41,63
88,78,82,12
19,15,50,85
78,74,56,54
45,59,80,3
97,32,48,74
72,46,15,12
12,81,17,26
69,68,22,14
60,56,52,43
93,32,38,27
39,58,17,27
5,69,1,94
10,31,49,7
66,75,80,70
77,25,85,85
52,16,6,46
20,11,80,9
24,81,70,59
81,39,49,63
78,8,38,91
99,25,26,38
66,7,71,31
89,58,76,16
79,10,59,56
50,8,30,17
53,14,36,98
41,30,81,12
9,35,84,38
15,39,32,89
38,32,67,3
52,82,27,38
19,50,87,86
6,2,17,92
7,34,5,90
23,49,5,5
24,46,5,86
73,83,65,18
37,62,54,59
72,70,10,55
44,70,23,65
47,57,86,7
26,84,96,4
55,81,23,25
98,45,29,76
27,1,65,84
22,27,97,77
13,16,15,57
27,26,3,64
97,12,19,62
34,71,86,92
48,28,95,7
44,4,25,27
40,49,73,6
89,69,81,59
34,15,52,20
27,40,33,34
30,44,69,17
21,86,94,19
60,86,28,76
4,51,66,23
24,39,1,31
10,9,75,68
90,1,83,27
61,73,7,4
89,54,74,24
67,29,43,37
55,66,32,24
29,73,59,68
60,69,23,84
71,58,74,69
36,24,73,89
24,22,8,19
54,48,27,63
13,95,38,82
63,93,70,32
1,2,21,2
68,28,19,81
66,84,2,22
11,96,44,22
57,27,38,65
14,6,58,86
30,89,58,64
88,99,23,9
30,10,70,50
90,64,86,50
35,81,66,6
23,15,35,15
76,49,7,5
85,94,97,21
46,40,57,98
54,4,20,16
85,66,72,93
83,68,32,44
60,58,47,69
74,55,14,83
77,83,28,39
52,31,3,71
94,80,18,1
94,50,88,33
24,39,88,40
26,82,65,43
69,69,20,41
20,95,61,89
90,73,86,45
9,3,66,58
34,69,43,93
55,73,36,45
80,60,19,61
95,67,40,74
68,12,23,50
8,66,55,68
85,38,71,55
40,98,90,64
93,50,12,91
68,75,87,18
18,1,21,39
72,2,24,22
64,37,17,75
35,3,19,14
63,42,91,53
82,74,58,21
88,84,64,75
15,44,65,42
31,61,53,24
7,90,30,47
35,40,49,79
28,96,46,15
66,37,69,97
84,11,8,54
91,3,67,78
23,46,30,56
28,22,89,97
25,68,82,11
93,10,87,44
21,1,31,31
62,73,40,10
82,98,44,8
81,32,20,49
92,53,90,37
68,6,62,55
44,83,67,62
8,49,31,94
21,90,66,5
73,93,39,47
15,17,87,17
67,95,32,71
38,81,83,4
96,13,46,76
45,84,68,33
52,33,11,27
60,90,26,72
77,27,6,26
83,14,10,49
93,52,33,94
45,12,56,2
6,65,73,96
17,28,22,50
91,88,68,39
14,44,98,81
26,29,50,20
41,4,20,38
61,67,67,63
75,49,46,55
6,60,80,49
11,76,10,47
75,90,94,47
96,86,54,36
27,60,97,33
34,2,53,82
40,83,33,29
28,18,4,4
46,27,11,44
36,95,69,76
41,66,62,36
90,62,67,72
25,64,6,4
36,89,49,72
25,22,24,81
10,74,18,64
1,74,18,50
7,45,83,59
23,97,30,78
47,25,92,7
15,13,5,85
24,55,17,7
86,79,73,74
63,99,73,34
94,73,26,87
84,14,96,85
63,39,3,98
86,5,98,99
65,37,74,99
51,80,58,26
28,5,97,94
26,49,62,32
63,15,64,46
9,30,47,86
13,97,57,49
95,12,93,86
58,1,46,22
63,93,38,97
22,91,27,42
64,47,6,14
54,25,75,1
66,48,16,36
80,18,65,88
25,59,24,87
9,14,53,16
66,88,37,92
83,6,36,21
78,37,4,60
86,27,35,50
52,64,74,40
44,24,7,47
9,66,89,99
85,10,48,91
92,48,28,73
69,24,33,42
87,94,35,23
50,20,91,78
24,75,54,10
18,13,26,7
63,89,93,13
76,86,34,80
34,25,1,59
21,40,76,37
42,54,42,66
40,76,13,66
70,97,42,54
18,19,98,44
51,28,59,78
87,9,29,61
93,93,22,8
15,98,76,18
51,50,12,42
98,34,72,16
94,88,89,78
55,35,71,16
35,34,30,42
28,28,48,3
82,22,74,9
27,97,7,5
44,55,22,42
43,70,67,67
61,18,22,66
51,50,43,13
93,69,76,34
42,14,64,73
20,69,20,27
57,5,6,16
67,52,58,86
3,67,94,57
75,6,99,82
58,78,66,64
40,80,29,19
22,19,68,84
4,21,69,54
11,22,91,65
6,60,34,15
7,13,55,20
88,75,76,75
51,23,10,16
72,89,95,90
87,91,54,43
8,23,15,9
62,11,1,61
95,43,43,90
12,44,79,58
88,58,1,65
20,8,74,69
19,56,57,65
9,78,74,82
71,46,81,7
56,84,95,12
90,26,70,76
50,12,30,62
63,26,79,84
24,34,96,74
89,92,10,94
34,47,39,18
16,77,84,55
4,93,37,17
45,81,41,90
96,24,85,30
6,95,64,81
71,67,84,34
65,36,85,60
15,49,99,25
77,5,56,44
51,17,36,69
56,66,49,2
17,61,81,62
21,30,18,75
12,58,9,43
1,43,52,32
1,62,26,83
25,19,25,14
11,88,83,23
94,89,91,80
15,98,6,26
26,52,69,74
32,80,68,25
97,22,4,12
6,64,12,85
74,2,49,25
69,39,60,74
2,46,52,27
78,99,33,16
11,85,24,49
10,26,6,72
73,14,38,1
69,27,74,83
65,39,27,87
42,12,28,58
11,77,2,97
9,59,44,68
45,55,98,62
2,64,34,86
70,92,90,16
74,76,12,69
20,35,91,71
3,72,12,92
74,81,52,81
44,86,13,51
82,23,40,47
40,56,38,6
1,59,90,78
4,17,12,75
64,33,26,31
23,14,42,66
46,68,73,72
87,47,79,83
3,65,26,99
46,70,65,86
94,51,89,72
6,50,66,28
1,86,59,71
69,89,9,82
24,16,76,45
94,28,75,75
14,56,41,29
1,93,66,48
57,25,8,54
86,97,85,74
78,36,85,12
2,6,56,71
98,43,5,33
76,17,61,44
8,99,78,16
6,97,37,59
64,16,50,90
74,69,81,79
95,75,15,50
1,56,6,93
65,86,49,93
78,12,35,85
86,7,5,4
74,67,77,14
66,56,27,82
60,17,37,48
47,45,76,51
56,37,94,41
73,68,88,43
46,23,84,84
32,42,93,23
57,38,43,25
99,93,19,98
50,25,51,5
13,85,34,2
37,63,21,44
42,28,69,53
44,62,64,23
88,6,48,44
22,65,22,82
19,65,42,25
33,98,14,40
6,57,25,32
65,67,43,98
10,9,85,48
1,39,92,71
6,80,58,18
70,98,86,80
6,46,59,36
36,2,57,95
7,7,16,53
82,98,17,16
23,18,32,78
23,45,22,98
36,89,17,45
49,35,40,22
15,91,29,48
81,76,64,26
16,30,48,11
62,1,65,58
46,83,60,45
81,26,32,23
36,15,9,37
17,43,23,43
6,96,63,30
85,96,26,58
43,6,56,62
43,81,45,71
18,59,23,33
5,55,67,93
80,17,63,36
31,39,25,25
33,75,91,31
34,60,31,26
77,94,98,32
6,28,35,81
11,53,1,96
47,55,55,31
86,18,92,12
67,15,19,2
6,42,5,98
51,82,58,74
34,80,29,26
79,29,10,38
1,69,65,42
1,96,11,92
37,60,78,38
7,45,68,28
93,1,96,8
88,54,96,13
77,57,77,31
50,2,83,15
83,26,29,37
14,88,99,55
15,11,2,89
57,84,28,96
43,59,32,78
21,67,66,34
19,48,87,70
87,87,48,99
58,46,24,20
79,80,6,37
33,67,63,34
33,93,59,98
65,52,81,37
21,39,66,50
94,31,77,49
80,8,1,42
71,91,42,33
21,46,60,77
68,18,91,59
16,53,81,45
97,1,67,89
24,30,93,22
23,88,44,46
31,36,70,7
92,14,29,91
20,11,38,30
60,39,81,38
41,52,96,68
3,81,2,14
35,52,11,49
21,42,75,27
30,91,22,31
46,63,54,84
43,31,8,76
90,78,16,89
41,25,95,34
41,59,14,66
24,19,24,77
92,57,22,89
73,32,87,94
19,87,3,54
73,7,51,59
17,79,38,7
74,5,81,67
89,15,16,20
74,63,14,58
89,29,32,59
69,55,57,78
29,61,62,62
5,78,38,87
6,98,56,61
57,75,12,90
84,60,7,20
18,25,35,14
63,88,71,78
2,20,63,59
55,17,31,62
39,67,71,26
70,84,29,46
48,23,12,5
20,44,91,48
68,1,11,65
34,25,58,87
52,6,6,16
40,25,98,92
8,77,5,89
57,97,61,44
99,95,56,81
51,4,13,85
31,68,95,45
76,31,45,60
81,60,73,71
67,68,82,93
27,90,73,84
30,32,34,61
24,4,44,31
87,51,21,98
47,13,86,5
13,33,96,97
32,1,82,90
57,4,37,37
39,11,73,57
24,44,96,41
53,32,31,60
65,19,64,39
48,66,11,7
13,89,90,61
1,8,75,78
14,89,9,90
78,61,38,54
85,81,11,38
64,69,88,97
88,35,39,70
18,13,86,13
68,90,81,8
8,39,26,53
72,31,81,33
11,93,14,3
3,21,6,21
37,73,53,85
90,17,33,51
80,10,85,74
22,75,15,46
98,47,11,68
3,89,83,97
32,75,69,71
81,4,50,17
29,80,42,29
24,29,45,59
64,26,81,76
40,59,47,62
24,34,50,64
26,60,31,31
40,8,78,5
29,31,92,77
85,54,79,5
99,41,37,21
44,2,98,45
76,92,58,82
12,57,12,82
17,28,91,17
66,12,30,94
74,94,80,46
40,26,54,46
87,33,67,69
64,95,28,88
30,29,36,45
84,11,94,20
74,93,88,33
70,63,5,84
52,40,13,70
58,9,76,46
10,78,44,23
4,60,3,74
75,7,61,13
13,87,48,17
21,82,4,51
18,81,2,59
63,99,25,42
48,28,73,68
90,49,46,39
48,25,83,91
13,98,72,40
96,46,3,64
93,47,76,77
6,67,12,58
4,25,51,26
50,90,8,17
42,33,55,39
67,30,17,45
43,17,16,14
54,85,99,28
87,30,53,39
6,99,11,48
82,79,46,30
33,51,94,22
68,29,99,90
35,4,83,2
5,99,47,1
79,24,56,74
74,63,91,37
30,54,27,90
74,59,60,82
26,1,84,13
56,2,25,54
85,28,23,22
3,96,7,2
1,29,63,37
22,60,27,15
64,64,58,64
49,78,67,78
40,83,94,56
35,62,80,91
2,74,35,10
89,54,27,91
95,33,50,4
12,16,59,72
64,57,26,46
11,22,90,51
94,77,3,56
73,64,56,34
77,24,85,12
30,41,14,80
33,69,98,51
87,59,13,36
13,62,23,21
82,40,9,24
48,45,74,71
53,19,97,76
82,80,60,98
33,99,28,56
67,87,77,83
67,96,33,2
71,43,43,75
33,92,66,71
27,13,71,99
23,68,42,47
55,30,84,50
80,45,17,50
92,51,70,66
42,16,45,83
31,46,17,83
97,12,46,96
7,60,8,96
52,27,73,81
38,72,55,19
75,42,21,15
95,89,1,25
88,86,9,55
70,21,92,43
96,61,86,21
80,9,75,73
71,52,2,35
4,34,20,62
68,73,25,65
64,97,28,35
8,30,57,68
73,56,32,10
84,2,40,72
33,41,81,82
67,6,26,19
34,30,22,66
40,53,87,35
15,44,32,70
96,51,2,1
50,50,48,77
9,16,76,2
88,72,16,19
11,92,13,78
43,76,98,43
23,22,54,31
48,97,50,71
27,43,61,79
49,25,91,47
95,39,97,15
64,70,27,32
70,24,98,84
19,68,61,86
80,36,94,7
90,56,75,25
55,49,27,57
9,24,70,25
78,57,24,33
29,39,54,52
93,63,26,61
78,74,92,89
22,35,30,54
14,95,25,77
60,36,48,50
11,93,47,81
41,13,83,93
37,30,39,11
16,84,50,82
51,32,78,40
76,54,90,3
36,59,78,1
42,50,86,32
53,90,10,74
34,56,4,29
49,29,93,67
82,55,12,24
54,62,31,32
88,94,96,95
35,82,72,37
50,84,63,16
99,40,15,3
37,21,44,31
98,76,26,51
67,65,47,83
68,3,44,73
73,11,80,36
15,45,55,10
57,98,95,9
14,47,63,2
47,97,67,22
33,81,22,73
16,59,93,63
32,92,65,42
79,41,32,44
57,78,53,63
98,69,47,45
30,32,48,47
96,32,19,67
62,63,41,50
77,72,65,19
68,51,33,58
70,96,93,90
44,71,61,80
9,51,53,65
74,68,86,69
96,55,71,67
74,43,21,50
22,25,24,16
35,73,13,11
68,52,40,24
15,37,97,23
8,78,42,77
94,47,29,39
62,53,88,83
20,3,20,14
75,52,23,17
29,89,63,60
84,53,57,41
91,25,86,21
83,93,67,74
98,2,90,88
94,8,12,11
73,94,83,60
25,68,71,36
31,91,43,63
15,35,65,49
24,77,29,56
1,47,32,35
92,69,48,62
48,90,52,66
82,47,47,73
39,52,75,44
78,10,4,40
93,67,28,55
38,21,98,15
27,39,44,44
23,60,70,39
32,33,88,32
70,99,74,62
77,40,28,96
13,30,9,15
63,47,20,44
30,30,16,56
14,59,26,35
39,42,16,75
27,46,94,59
